replicate,pos,y_bin,median_intensity
replicate_5,pos9,20.0,218.9090909090909
replicate_5,pos9,21.0,223.14445387662704
replicate_5,pos9,22.0,223.63587487781035
replicate_5,pos9,23.0,231.02631578947367
replicate_5,pos9,24.0,227.13185185185185
replicate_5,pos9,25.0,209.6031746031746
replicate_5,pos9,26.0,212.3582251082251
replicate_5,pos9,27.0,217.89830508474577
replicate_5,pos9,28.0,216.84516689176152
replicate_7,pos0,0.0,364.19375463306153
replicate_7,pos0,1.0,384.0181818181818
replicate_7,pos0,2.0,421.37525632262475
replicate_7,pos0,3.0,461.4864864864865
replicate_7,pos0,4.0,488.48968784838354
replicate_7,pos0,5.0,520.7222222222222
replicate_7,pos0,6.0,504.2471153846154
replicate_7,pos0,7.0,470.121875
replicate_7,pos0,8.0,451.22222222222223
replicate_7,pos0,9.0,483.3076923076923
replicate_7,pos0,10.0,395.7127659574468
replicate_7,pos0,11.0,416.2962962962963
replicate_7,pos0,12.0,376.8157894736842
replicate_7,pos0,13.0,349.14241917502784
replicate_7,pos0,14.0,296.0496838301716
replicate_7,pos0,15.0,277.19565217391306
replicate_7,pos0,16.0,269.22573099415206
replicate_7,pos0,17.0,262.36381172839504
replicate_7,pos0,18.0,261.5657894736842
replicate_7,pos0,19.0,211.98529411764707
replicate_7,pos0,20.0,195.68323863636363
replicate_7,pos0,21.0,187.67410714285714
replicate_7,pos0,22.0,191.3680371352785
replicate_7,pos0,23.0,179.31171085858585
replicate_7,pos0,24.0,177.15390975667376
replicate_7,pos0,25.0,176.02985074626866
replicate_7,pos0,26.0,177.0496031746032
replicate_7,pos0,27.0,178.17948717948718
replicate_7,pos0,28.0,176.54166666666666
replicate_7,pos0,29.0,174.65277130880298
replicate_7,pos1,0.0,269.3289552238806
replicate_7,pos1,1.0,283.7813432835821
replicate_7,pos1,2.0,315.92
replicate_7,pos1,3.0,334.575
replicate_7,pos1,4.0,335.45205479452056
replicate_7,pos1,5.0,348.36764705882354
replicate_7,pos1,6.0,337.8448275862069
replicate_7,pos1,7.0,350.03968253968253
replicate_7,pos1,8.0,320.4732142857143
replicate_7,pos1,9.0,309.6774193548387
replicate_7,pos1,10.0,300.23690878378375
replicate_7,pos1,11.0,268.3813186813187
replicate_7,pos1,12.0,249.43478260869568
replicate_7,pos1,13.0,261.6744186046511
replicate_7,pos1,14.0,228.27581091772151
replicate_7,pos1,15.0,231.21917808219175
replicate_7,pos1,16.0,230.9122807017544
replicate_7,pos1,17.0,220.8968413978494
replicate_7,pos1,18.0,206.3409090909091
replicate_7,pos1,19.0,199.38289676425268
replicate_7,pos1,20.0,201.55357142857144
replicate_7,pos1,21.0,190.89038461538462
replicate_7,pos1,22.0,191.4
replicate_7,pos1,23.0,192.13793103448276
replicate_7,pos1,24.0,196.28301886792457
replicate_7,pos1,25.0,200.95348837209303
replicate_7,pos1,26.0,210.13971920289856
replicate_7,pos1,27.0,197.01556816528444
replicate_7,pos1,28.0,195.42397981570866
replicate_7,pos15,0.0,290.0789575289575
replicate_7,pos15,1.0,327.78579858379226
replicate_7,pos15,2.0,378.163082437276
replicate_7,pos15,3.0,403.8589743589744
replicate_7,pos15,4.0,383.2399403874814
replicate_7,pos15,5.0,402.04096774193545
replicate_7,pos15,6.0,345.4460784313726
replicate_7,pos15,7.0,336.2098765432099
replicate_7,pos15,8.0,348.9069100391134
replicate_7,pos15,9.0,353.96153846153845
replicate_7,pos15,10.0,343.15384615384613
replicate_7,pos15,11.0,292.60377358490564
replicate_7,pos15,12.0,279.09722222222223
replicate_7,pos15,13.0,274.42
replicate_7,pos15,14.0,258.1277777777778
replicate_7,pos15,15.0,237.52325581395348
replicate_7,pos15,16.0,224.93509418509416
replicate_7,pos15,17.0,214.38666666666663
replicate_7,pos15,18.0,199.49315619967794
replicate_7,pos15,19.0,195.1549295774648
replicate_7,pos15,20.0,184.90384615384616
replicate_7,pos15,21.0,180.38636363636363
replicate_7,pos15,22.0,185.0568181818182
replicate_7,pos15,23.0,186.7628968253968
replicate_7,pos15,24.0,185.67198808003405
replicate_7,pos15,25.0,182.4009433962264
replicate_7,pos15,26.0,182.75384615384615
replicate_7,pos15,27.0,177.61049606131573
replicate_7,pos15,28.0,175.18529974959495
replicate_7,pos18,0.0,296.5326086956522
replicate_7,pos18,1.0,386.9240506329114
replicate_7,pos18,2.0,396.69816779170685
replicate_7,pos18,3.0,412.4743881118881
replicate_7,pos18,4.0,420.8454545454546
replicate_7,pos18,5.0,407.2941176470589
replicate_7,pos18,6.0,405.01666666666665
replicate_7,pos18,7.0,405.34151472650774
replicate_7,pos18,8.0,353.89166666666665
replicate_7,pos18,9.0,310.2133333333333
replicate_7,pos18,10.0,281.2391304347826
replicate_7,pos18,11.0,283.7967948717949
replicate_7,pos18,12.0,268.7284358826912
replicate_7,pos18,13.0,264.768115942029
replicate_7,pos18,14.0,250.20605646630236
replicate_7,pos18,15.0,254.66666666666663
replicate_7,pos18,16.0,249.3809523809524
replicate_7,pos18,17.0,243.79984093319194
replicate_7,pos18,18.0,240.4468085106383
replicate_7,pos18,19.0,233.01392073370457
replicate_7,pos18,20.0,210.31428571428572
replicate_7,pos18,21.0,201.02666666666667
replicate_7,pos18,22.0,202.0943396226415
replicate_7,pos18,23.0,208.62705219308995
replicate_7,pos18,24.0,219.4651515151515
replicate_7,pos18,25.0,195.6153846153846
replicate_7,pos18,26.0,193.74137931034485
replicate_7,pos18,27.0,186.22881355932202
replicate_7,pos18,28.0,179.11111111111111
replicate_7,pos18,29.0,178.390243902439
replicate_7,pos2,0.0,290.1685393258427
replicate_7,pos2,1.0,345.1605392156863
replicate_7,pos2,2.0,355.7391304347826
replicate_7,pos2,3.0,383.31929965249935
replicate_7,pos2,4.0,412.9848484848485
replicate_7,pos2,5.0,410.1114442778611
replicate_7,pos2,6.0,427.66689466484263
replicate_7,pos2,7.0,425.9209257473482
replicate_7,pos2,8.0,386.28
replicate_7,pos2,9.0,377.7
replicate_7,pos2,10.0,348.5409836065574
replicate_7,pos2,11.0,303.8775510204082
replicate_7,pos2,12.0,285.6141199226306
replicate_7,pos2,13.0,292.7473009446694
replicate_7,pos2,14.0,270.7057218144175
replicate_7,pos2,15.0,273.9574468085106
replicate_7,pos2,16.0,269.75428571428574
replicate_7,pos2,17.0,243.3030303030303
replicate_7,pos2,18.0,231.64790800097873
replicate_7,pos2,19.0,225.91830294530155
replicate_7,pos2,20.0,214.08474576271183
replicate_7,pos2,21.0,207.08252164502164
replicate_7,pos2,22.0,197.7116402116402
replicate_7,pos2,23.0,195.5726368159204
replicate_7,pos2,24.0,198.2896223609872
replicate_7,pos2,25.0,215.01438618925832
replicate_7,pos2,26.0,211.3202380952381
replicate_7,pos2,27.0,207.95890410958904
replicate_7,pos2,28.0,197.22222222222223
replicate_7,pos2,29.0,185.61050920910077
replicate_7,pos22,0.0,296.05333333333334
replicate_7,pos22,1.0,312.1173395818313
replicate_7,pos22,2.0,325.85714285714283
replicate_7,pos22,3.0,367.6521739130435
replicate_7,pos22,4.0,357.94029850746267
replicate_7,pos22,5.0,303.50365659777424
replicate_7,pos22,6.0,298.67720588235295
replicate_7,pos22,7.0,293.22727272727275
replicate_7,pos22,8.0,285.44172932330827
replicate_7,pos22,9.0,284.47642991829036
replicate_7,pos22,10.0,242.20454545454547
replicate_7,pos22,11.0,234.77083333333337
replicate_7,pos22,12.0,228.91391391391392
replicate_7,pos22,13.0,224.99506387921025
replicate_7,pos22,14.0,214.67951251646906
replicate_7,pos22,15.0,201.32692307692307
replicate_7,pos22,16.0,198.48979591836735
replicate_7,pos22,17.0,197.8490566037736
replicate_7,pos22,18.0,195.1875
replicate_7,pos22,19.0,192.15555555555557
replicate_7,pos22,20.0,177.1079151366789
replicate_7,pos22,21.0,175.26315789473685
replicate_7,pos22,22.0,175.01724137931035
replicate_7,pos22,23.0,171.75438596491227
replicate_7,pos22,24.0,173.5752688172043
replicate_7,pos22,25.0,172.28947368421052
replicate_7,pos22,26.0,173.60344827586206
replicate_7,pos22,27.0,175.08637254901964
replicate_7,pos22,28.0,175.63943028485758
replicate_7,pos24,0.0,281.03921568627453
replicate_7,pos24,1.0,311.1349206349206
replicate_7,pos24,2.0,344.55357142857144
replicate_7,pos24,3.0,354.8735632183908
replicate_7,pos24,4.0,365.3188188188188
replicate_7,pos24,5.0,309.5945945945946
replicate_7,pos24,6.0,301.6669010782935
replicate_7,pos24,7.0,295.2708333333333
replicate_7,pos24,8.0,278.38461538461536
replicate_7,pos24,9.0,271.17474827768945
replicate_7,pos24,10.0,269.8695652173913
replicate_7,pos24,11.0,259.35135135135135
replicate_7,pos24,12.0,240.0289855072464
replicate_7,pos24,13.0,249.19940476190476
replicate_7,pos24,14.0,239.83333333333337
replicate_7,pos24,15.0,230.1997885835095
replicate_7,pos24,16.0,229.52631578947367
replicate_7,pos24,17.0,217.8051948051948
replicate_7,pos24,18.0,198.3104761904762
replicate_7,pos24,19.0,200.20889894419307
replicate_7,pos24,20.0,193.55916666666667
replicate_7,pos24,21.0,197.2051282051282
replicate_7,pos24,22.0,200.15277777777777
replicate_7,pos24,23.0,197.175
replicate_7,pos24,24.0,188.1428571428571
replicate_7,pos24,25.0,188.21666666666667
replicate_7,pos24,26.0,188.71428571428572
replicate_7,pos24,27.0,190.90371137304874
replicate_7,pos24,28.0,194.33
replicate_7,pos24,29.0,185.7372093023256
replicate_7,pos3,0.0,286.8
replicate_7,pos3,1.0,358.8775510204082
replicate_7,pos3,2.0,372.2352941176471
replicate_7,pos3,3.0,433.28767123287673
replicate_7,pos3,4.0,441.3526785714286
replicate_7,pos3,5.0,466.7541771094403
replicate_7,pos3,6.0,442.1634485094851
replicate_7,pos3,7.0,384.7450314465409
replicate_7,pos3,8.0,365.793956043956
replicate_7,pos3,9.0,347.719298245614
replicate_7,pos3,10.0,323.38544061302684
replicate_7,pos3,11.0,321.3351851851852
replicate_7,pos3,12.0,291.5681818181818
replicate_7,pos3,13.0,258.0952380952381
replicate_7,pos3,14.0,257.92857142857144
replicate_7,pos3,15.0,243.9709181011998
replicate_7,pos3,16.0,231.92
replicate_7,pos3,17.0,226.9
replicate_7,pos3,18.0,242.0253164556962
replicate_7,pos3,19.0,228.33173076923077
replicate_7,pos3,20.0,212.28205128205127
replicate_7,pos3,21.0,201.39935064935065
replicate_7,pos3,22.0,197.30071862907684
replicate_7,pos3,23.0,187.80246913580248
replicate_7,pos3,24.0,187.868636755824
replicate_7,pos3,25.0,186.35909090909092
replicate_7,pos3,26.0,185.1692307692308
replicate_7,pos3,27.0,187.5230308219178
replicate_7,pos3,28.0,183.5505617977528
replicate_7,pos3,29.0,183.54444444444445
replicate_7,pos5,0.0,264.815
replicate_7,pos5,1.0,319.9230769230769
replicate_7,pos5,2.0,337.969002016129
replicate_7,pos5,3.0,377.8421052631579
replicate_7,pos5,4.0,406.0925925925926
replicate_7,pos5,5.0,406.6470588235294
replicate_7,pos5,6.0,414.6246733855916
replicate_7,pos5,7.0,372.6842105263158
replicate_7,pos5,8.0,368.5692307692308
replicate_7,pos5,9.0,339.0524489795919
replicate_7,pos5,10.0,309.8647798742138
replicate_7,pos5,11.0,290.4193548387097
replicate_7,pos5,12.0,267.33962264150944
replicate_7,pos5,13.0,245.445
replicate_7,pos5,14.0,243.01111111111112
replicate_7,pos5,15.0,249.4318181818182
replicate_7,pos5,16.0,241.78571428571428
replicate_7,pos5,17.0,231.81397306397307
replicate_7,pos5,18.0,214.35135135135135
replicate_7,pos5,19.0,208.6296296296296
replicate_7,pos5,20.0,200.16901408450704
replicate_7,pos5,21.0,195.3846153846154
replicate_7,pos5,22.0,190.26829268292684
replicate_7,pos5,23.0,187.58823529411765
replicate_7,pos5,24.0,184.08901515151518
replicate_7,pos5,25.0,180.57142857142856
replicate_7,pos5,26.0,180.74198698994678
replicate_7,pos5,27.0,183.44444444444449
replicate_7,pos5,28.0,176.21431327160494
replicate_7,pos5,29.0,181.1071428571429
replicate_7,pos6,0.0,275.4
replicate_7,pos6,1.0,326.5814732142857
replicate_7,pos6,2.0,363.4307692307692
replicate_7,pos6,3.0,418.8955223880597
replicate_7,pos6,4.0,489.33333333333337
replicate_7,pos6,5.0,506.2089552238806
replicate_7,pos6,6.0,520.7026224641266
replicate_7,pos6,7.0,519.433962264151
replicate_7,pos6,8.0,537.4042553191489
replicate_7,pos6,9.0,530.9649122807018
replicate_7,pos6,10.0,503.2037037037037
replicate_7,pos6,11.0,468.89875
replicate_7,pos6,12.0,419.00875987633117
replicate_7,pos6,13.0,449.1940298507463
replicate_7,pos6,14.0,436.8873355263157
replicate_7,pos6,15.0,411.03382352941173
replicate_7,pos6,16.0,369.99264705882354
replicate_7,pos6,17.0,319.84313725490193
replicate_7,pos6,18.0,300.2362573099415
replicate_7,pos6,19.0,274.7910447761194
replicate_7,pos6,20.0,271.26153846153846
replicate_7,pos6,21.0,245.56285714285713
replicate_7,pos6,22.0,226.44
replicate_7,pos6,23.0,217.64835164835165
replicate_7,pos6,24.0,211.33489827856027
replicate_7,pos6,25.0,209.8025793650794
replicate_7,pos6,26.0,196.17391304347825
replicate_7,pos6,27.0,190.14925745041364
replicate_7,pos6,28.0,189.3877551020408
replicate_7,pos7,0.0,279.4583333333333
replicate_7,pos7,1.0,306.33870967741933
replicate_7,pos7,2.0,348.3018018018018
replicate_7,pos7,3.0,342.1276595744681
replicate_7,pos7,4.0,347.25
replicate_7,pos7,5.0,350.8529411764706
replicate_7,pos7,6.0,327.0487804878049
replicate_7,pos7,7.0,299.17241379310343
replicate_7,pos7,8.0,283.7766577060932
replicate_7,pos7,9.0,266.0688492063492
replicate_7,pos7,10.0,272.42424242424244
replicate_7,pos7,11.0,264.5113636363636
replicate_7,pos7,12.0,271.859375
replicate_7,pos7,13.0,264.09256844850063
replicate_7,pos7,14.0,274.3207547169811
replicate_7,pos7,15.0,235.6974637681159
replicate_7,pos7,16.0,224.57894736842104
replicate_7,pos7,17.0,217.0151351351351
replicate_7,pos7,18.0,205.97843340234647
replicate_7,pos7,19.0,205.15404761904762
replicate_7,pos7,20.0,215.36498946259218
replicate_7,pos7,21.0,200.5
replicate_7,pos7,22.0,197.51446051167963
replicate_7,pos7,23.0,195.14750351617442
replicate_7,pos7,24.0,195.07501172058136
replicate_7,pos7,25.0,191.06666666666663
replicate_7,pos7,26.0,191.75040257648953
replicate_7,pos7,27.0,188.53873598369012
replicate_7,pos7,28.0,191.1
replicate_7,pos7,29.0,182.91666666666663
