replicate,pos,y_bin,y_um,median_intensity
replicate_4,pos10,0,1.1463989603638727,297.3076923076923
replicate_4,pos10,1,2.899937621832359,325.96153846153845
replicate_4,pos10,2,4.653476283300845,349.2162162162162
replicate_4,pos10,3,6.407014944769331,324.93220338983053
replicate_4,pos10,4,8.16055360623782,337.775
replicate_4,pos10,5,9.914092267706305,289.98214285714283
replicate_4,pos10,6,11.667630929174791,261.13928571428573
replicate_4,pos10,7,13.421169590643277,245.5217391304348
replicate_4,pos10,8,15.174708252111763,234.36111111111111
replicate_4,pos10,9,16.92824691358025,229.3941176470588
replicate_4,pos10,10,18.681785575048735,217.5203488372093
replicate_4,pos10,11,20.435324236517225,214.07878787878786
replicate_4,pos10,12,22.188862897985707,210.3809523809524
replicate_4,pos10,13,23.942401559454197,211.72411151960785
replicate_4,pos10,14,25.69594022092268,200.48465045592704
replicate_4,pos10,15,27.44947888239117,196.02147335423197
replicate_4,pos10,16,29.20301754385965,195.86363636363637
replicate_4,pos10,17,30.95655620532814,189.96546610169491
replicate_4,pos10,18,32.710094866796624,189.96027742749055
replicate_4,pos10,19,34.463633528265106,191.99561403508773
replicate_4,pos10,20,36.217172189733596,188.93548387096777
replicate_4,pos10,21,37.970710851202085,190.98591549295776
replicate_4,pos10,22,39.72424951267057,189.57777777777775
replicate_4,pos10,23,41.47778817413905,193.41076923076923
replicate_4,pos10,24,43.23132683560754,194.84375
replicate_4,pos10,25,44.98486549707603,204.48115942028986
replicate_4,pos10,26,46.73840415854451,209.1446153846154
replicate_4,pos10,27,48.491942820012994,208.33051948051948
replicate_4,pos10,28,50.245481481481484,214.92047330764998
replicate_4,pos10,29,51.99902014294997,213.8
replicate_4,pos14,0,1.1463989603638727,282.5703794369645
replicate_4,pos14,1,2.899937621832359,326.4616808589411
replicate_4,pos14,2,4.653476283300845,349.2239733629301
replicate_4,pos14,3,6.407014944769331,380.3404255319149
replicate_4,pos14,4,8.16055360623782,332.6588235294118
replicate_4,pos14,5,9.914092267706305,295.7991388044579
replicate_4,pos14,6,11.667630929174791,288.94354838709677
replicate_4,pos14,7,13.421169590643277,277.53285256410254
replicate_4,pos14,8,15.174708252111763,255.1290322580645
replicate_4,pos14,9,16.92824691358025,245.23333333333332
replicate_4,pos14,10,18.681785575048735,234.86850649350652
replicate_4,pos14,11,20.435324236517225,223.2077922077922
replicate_4,pos14,12,22.188862897985707,219.28571428571428
replicate_4,pos14,13,23.942401559454197,218.8083778966132
replicate_4,pos14,14,25.69594022092268,210.31385869565216
replicate_4,pos14,15,27.44947888239117,207.67371995820272
replicate_4,pos14,16,29.20301754385965,205.38888888888889
replicate_4,pos14,17,30.95655620532814,198.57564687975648
replicate_4,pos14,18,32.710094866796624,195.05915875169606
replicate_4,pos14,19,34.463633528265106,193.52272727272728
replicate_4,pos14,20,36.217172189733596,190.95643939393943
replicate_4,pos14,21,37.970710851202085,192.72760703966378
replicate_4,pos14,22,39.72424951267057,189.5
replicate_4,pos14,23,41.47778817413905,191.91244870041038
replicate_4,pos14,24,43.23132683560754,192.99335961817803
replicate_4,pos14,25,44.98486549707603,197.12755102040816
replicate_4,pos14,26,46.73840415854451,202.75675675675672
replicate_4,pos14,27,48.491942820012994,209.6219512195122
replicate_4,pos14,28,50.245481481481484,211.65386624869384
replicate_4,pos14,29,51.99902014294997,215.62623828647924
replicate_4,pos17,0,1.1463989603638727,302.64383561643837
replicate_4,pos17,1,2.899937621832359,333.72727272727275
replicate_4,pos17,2,4.653476283300845,346.3404255319149
replicate_4,pos17,3,6.407014944769331,324.1835403726708
