replicate,pos,c_max,L,A,r2,rmse,status,r0
replicate_4,pos10,121.29721819439996,87.49999999953702,0.021856038004670713,0.9753894993663772,1.512152548099859,success,6.764166378372464
replicate_4,pos14,76.15149014246506,45.25056800261526,0.009059031012654838,0.9936903685442161,0.7762907377918661,success,10.506525690469916
replicate_4,pos17,95.50953833042398,47.6106069393563,0.012990108972397909,0.9705976778364396,1.7872830855420947,success,8.77391863864351
replicate_4,pos18,181.93515584535862,87.49999999995421,0.027838097730728175,0.9682042798770591,2.1604764508249326,success,5.993496035774632
replicate_4,pos19,102.16055366603095,43.75000000000001,0.004986337165767699,0.9319195476135839,4.534835122419541,success,14.161497478923623
replicate_4,pos23,59.88261807582182,43.750000000000384,0.0065038294963748085,0.980845207593123,1.235844722919579,success,12.399821299015002
replicate_4,pos34,105.4034220352405,43.75000000000004,0.0064658528864465145,0.9594594160756806,3.31431103140798,success,12.436182607888854
replicate_4,pos36,304.4425059165837,43.75000000000001,0.010968650605432968,0.9798484815977759,5.2136640905657785,success,9.548241581858555
replicate_4,pos37,111.34536838433944,57.56631020258742,0.009433852753010147,0.9756846693360183,2.2044557099636504,success,10.29568989827596
replicate_4,pos38,136.7771587198064,43.75000000000404,0.008309252399187146,0.970170307450979,3.2657450808060995,success,10.9703131408388
replicate_4,pos39,115.16958863736113,43.750000000000234,0.00724028456592107,0.9794260368191794,2.393100491500375,success,11.752281410465327
replicate_4,pos8,53.628004024463074,43.75000000000001,0.003057061948239701,0.9600490697731701,2.0142346960408872,success,18.086222958821327
replicate_5,pos0,106.53103140881605,43.75000000000001,0.00134777012072069,0.9238159903101859,6.703721067646038,success,27.239058221363646
replicate_5,pos1,106.24406940704607,42.25000000000001,0.0006449217488772843,0.9527161224967642,5.4807857162013045,success,39.37735024196047
replicate_5,pos2,116.69282957103144,43.75000000000083,0.0009702232045145767,0.9300125587224775,7.27179870876967,success,32.10437143357194
replicate_5,pos3,62.155867444796364,42.25000000000096,0.0007351380868517633,0.926887458600793,4.055974841678844,success,36.882091261373525
replicate_5,pos4,66.74797816876024,42.250000000001066,0.002751221129213771,0.9150763109820321,3.9297176544969887,success,19.065019372504125
replicate_5,pos5,56.624935187257634,42.25000000000002,0.002765569279699107,0.917738333855889,3.229777192569183,success,19.015499099567272
replicate_5,pos6,101.98886960750923,46.785274906132365,0.009976787467826162,0.9866226770413641,1.4522625812278833,success,10.011626511064016
replicate_5,pos7,121.62480499654073,42.25000000000001,0.00630556613397849,0.9703115718532734,3.230426276444775,success,12.593253841393894
replicate_5,pos8,137.76478847224402,42.25000000000001,0.00991390128698776,0.9855485183438126,2.113302700525473,success,10.043329353241239
replicate_5,pos9,105.50214961666171,42.25000000000001,0.005790834619338176,0.9499286418392963,3.7823188726947152,success,13.141030369181562
replicate_7,pos0,171.50660806335515,43.75000000000251,0.0030752862135044875,0.9523998533351399,7.176197600921293,success,18.032553499813595
replicate_7,pos1,68.93363528141579,42.25000000000079,0.00264842985195965,0.9508387036007149,3.0617395757283803,success,19.43147475898616
replicate_7,pos15,98.44354809206348,43.750000000000064,0.004498653306485689,0.9666375429013272,3.1466335447341662,success,14.909350942068297
replicate_7,pos18,114.85359136765094,43.75000000000001,0.006114995382472464,0.9764943295206135,2.684177705338672,success,12.787979555604059
replicate_7,pos2,118.6290552053118,43.75000000000311,0.004017855628796946,0.9266603558299824,5.900820646069142,success,15.776215727430047
replicate_7,pos22,76.98778584458478,43.75000000000001,0.005547879911987703,0.9812498211820633,1.6574815794383562,success,13.425685640673708
replicate_7,pos24,53.42200433728484,45.25000000000001,0.002539046779021119,0.9804644918047833,1.4418744658046472,success,19.84561897290271
replicate_7,pos3,124.8289604191025,43.750000000000014,0.004710595864258814,0.9799857843055972,2.925612036462394,success,14.570084710830981
replicate_7,pos5,107.22694366820095,43.75000000000001,0.00392224385054336,0.9763735854242892,2.8985959821821066,success,15.967344838043683
replicate_7,pos6,117.057441211189,42.25000000000001,1.0000000000000105e-12,0.881266231938796,10.201626790389485,success,999999.9999999948
replicate_7,pos7,70.78848214154758,43.75000000000054,0.004810893804046212,0.9424403834319524,2.8060346396739315,success,14.417405544529286
