replicate,pos,c_max,L,A,r2,rmse,status,r0
replicate_4,pos10,84.54044593948062,105.99804028589993,0.014367924351554309,0.9024972204859294,3.1548478066663375,success,8.34263001559617
replicate_4,pos14,95.49412881636898,105.99804028589992,0.012155800582149347,0.9555286869551068,2.57561020344252,success,9.0700194129894
replicate_4,pos17,73.20333930030489,105.99804028545675,0.00894866059301942,0.9189420691109474,3.1106337906460624,success,10.571119488562042
replicate_4,pos18,104.6184921366233,105.9980402833779,0.01606674984963813,0.8901781696684433,3.9850499145997973,success,7.889254822830225
replicate_4,pos19,95.3023629787397,105.99804028589993,0.004858779832333422,0.799576176421326,8.090726114410085,success,14.346183776943255
replicate_4,pos23,60.049445026232284,105.99804028586368,0.006828789450573405,0.9638637117114269,1.8469052275165165,success,12.101191642087656
replicate_4,pos34,99.61626551960632,105.99804021439121,0.006307232699554289,0.939886415514115,4.245647274799586,success,12.591589968273336
replicate_4,pos36,231.01701785708215,53.26426457638615,0.007950802779821076,0.9426387989231046,9.053649149237678,success,11.214876864886486
replicate_4,pos37,94.51501897653431,105.99804028587066,0.007957847815989962,0.9588125586632686,2.9992193258865356,success,11.209911533221856
replicate_4,pos38,108.60268368794317,105.99804028589597,0.006180393416961988,0.9312307445344548,4.966458981525766,success,12.72014140910356
replicate_4,pos39,96.34292372676173,77.98298960349653,0.006146718818450129,0.9312577365955474,4.454539482126569,success,12.754937257077016
replicate_4,pos8,60.812800259302215,52.99902014295255,0.004409750270536414,0.9643931606357287,2.1877121464790172,success,15.058891431881227
replicate_5,pos0,105.27631625081322,51.2454814814815,0.0017735958479405277,0.9048547715258539,7.9659968122195055,success,23.745027030107966
replicate_5,pos1,106.94292784035295,51.2454814814815,0.001445066731026776,0.9117633308431026,8.03838758849741,success,26.306074679545087
replicate_5,pos2,112.75552307575941,52.99902014294998,0.001267078268788111,0.8817497589846841,9.925198685431813,success,28.093010319777164
replicate_5,pos3,63.85776109166945,51.245481481491396,0.0018461679759401073,0.8654790944050023,5.6034943430053294,success,23.273644342471545
replicate_5,pos4,64.27650341629483,51.2454814814815,0.0030608041726362402,0.883889084141226,4.729740704326695,success,18.07516321743879
replicate_5,pos5,61.25954391609516,51.2454814814815,0.003999189318871828,0.9144373019387382,3.5889608450197845,success,15.81299079369248
replicate_5,pos6,91.19085681601032,105.99804028589993,0.008513454676439196,0.9598896504158619,2.74986220161112,success,10.837948571417865
replicate_5,pos7,109.10762350079482,51.2454814814815,0.005881241810054829,0.957659457366565,4.0718164781099695,success,13.039636411963793
replicate_5,pos8,118.40500794471915,56.576585918727325,0.008607320657430376,0.969891037858142,3.219904225260627,success,10.778690674011841
replicate_5,pos9,94.61784996325378,51.24548148148444,0.004340769137077092,0.9540174837213545,3.924292915707229,success,15.178073644467647
replicate_7,pos0,152.6897545695024,52.99902014295001,0.0028499333472642406,0.9181821769852114,9.84933795816487,success,18.731935274095637
replicate_7,pos1,64.74201075420734,51.2454814814815,0.002821332590733025,0.9246784080712395,3.9229967443962126,success,18.82664169037606
replicate_7,pos15,93.08121855495524,51.2454814814815,0.003781297092398126,0.9652457017968757,3.498162993852231,success,16.262211297632266
replicate_7,pos18,99.09524237787247,52.99902014295005,0.003782538195538529,0.9730927573412378,3.1622541789712364,success,16.259543150434972
replicate_7,pos2,101.2241947014489,52.99902014294998,0.003078706954891138,0.8986692031249457,7.030939553507268,success,18.02253275946514
replicate_7,pos22,74.18346284182694,51.24548148148174,0.005633567872772151,0.9835677648650094,1.7010926416052001,success,13.323190403097017
replicate_7,pos24,63.278498202682584,52.99902014302046,0.003751419337787196,0.9778722338995515,1.8304542891224505,success,16.326842136995978
replicate_7,pos3,114.08156310951199,52.99902014294998,0.004291802925424428,0.9710327373720258,3.7895438307510867,success,15.264413221757156
replicate_7,pos5,95.13916761873026,52.99902014294998,0.0031494723352311974,0.9500622357215831,4.508083590441309,success,17.818908636081368
replicate_7,pos6,109.71069533981427,51.2454814814815,1.0000042536748006e-12,0.8271233591799508,14.490354062304823,success,999997.8731693849
replicate_7,pos7,65.76423418130723,52.99902014294998,0.00349173387726389,0.9601698486827618,2.5957890029772592,success,16.923080945584978
