x,y,replicate,Type,survived
24.63888888888889,85.12037037037037,pos6,1,0
65.8829268292683,105.02682926829269,pos6,0,0
408.7894736842105,86.57894736842105,pos6,0,0
42.43362831858407,88.58407079646018,pos6,1,0
350.5772870662461,90.00630914826499,pos6,0,0
571.715625,91.2875,pos6,0,0
619.4175438596491,106.30877192982456,pos6,0,0
634.2077151335311,105.82195845697328,pos6,0,0
80.54183266932272,102.88844621513944,pos6,0,0
179.0625,90.92559523809524,pos6,0,0
591.3303303303303,104.43543543543544,pos6,0,0
90.87679083094557,109.10888252148996,pos6,0,0
300.2017937219731,102.45291479820628,pos6,0,0
480.3806970509383,101.30563002680964,pos6,0,0
108.72727272727272,104.02097902097904,pos6,0,0
605.5540069686411,106.35540069686412,pos6,0,0
286.9793388429752,104.44628099173552,pos6,0,0
447.80877742946706,112.4514106583072,pos6,0,0
407.6556473829201,98.99173553719008,pos6,0,0
13.74390243902439,96.41463414634148,pos6,1,0
149.34328358208955,100.1820895522388,pos6,0,0
212.0462962962963,100.46296296296296,pos6,0,0
345.94736842105266,101.1255060728745,pos6,0,0
37.303030303030305,103.6060606060606,pos6,1,0
488.6269592476489,111.41692789968651,pos6,0,0
527.0759075907591,104.45874587458746,pos6,0,0
211.66112266112265,118.82744282744282,pos6,0,0
244.0262172284644,105.187265917603,pos6,0,0
561.21974522293,107.6751592356688,pos6,0,0
394.852140077821,108.26459143968872,pos6,0,0
19.533333333333335,108.0095238095238,pos6,1,0
284.79545454545456,119.56439393939394,pos6,0,0
142.75872093023256,111.13372093023256,pos6,0,0
629.1493670886076,128.32658227848103,pos6,0,0
336.93488372093026,110.9860465116279,pos6,0,0
232.58653846153845,118.45673076923076,pos6,0,0
179.13333333333333,116.55833333333334,pos6,1,0
661.2294685990338,134.8647342995169,pos6,0,0
441.2768729641694,137.5342019543974,pos6,0,0
384.43252595155707,118.16608996539792,pos6,0,0
428.72868217054264,133.03100775193798,pos6,0,0
39.44839857651245,134.34875444839858,pos6,0,0
514.19375,119.46875,pos6,0,0
30.45263157894737,120.47368421052632,pos6,1,0
256.9642857142857,126.5561224489796,pos6,0,0
193.6987951807229,121.21686746987952,pos6,1,0
319.75,119.175,pos6,0,0
275.64324324324326,127.90810810810812,pos6,0,0
547.3931888544892,126.43653250773994,pos6,0,0
102.70464135021098,126.94514767932488,pos6,0,0
136.30232558139534,127.07751937984496,pos6,1,0
347.3378378378378,123.88288288288288,pos6,0,0
629.6317135549872,143.31713554987212,pos6,0,0
154.0081300813008,125.89430894308944,pos6,1,0
466.06727828746176,147.20795107033638,pos6,0,0
418.7540322580645,142.96370967741936,pos6,0,0
234.08582834331335,146.60678642714572,pos6,0,0
324.1186440677966,131.74576271186442,pos6,0,0
55.05917159763314,143.20710059171597,pos6,0,0
390.03125,131.08482142857142,pos6,0,0
568.9909090909091,139.9212121212121,pos6,0,0
124.0,131.06153846153848,pos6,1,0
172.23809523809524,132.64285714285714,pos6,1,0
185.5068493150685,132.24657534246575,pos6,1,0
498.11647727272725,132.60511363636363,pos6,0,0
593.1269841269841,140.36190476190475,pos6,0,0
544.9717868338558,141.2257053291536,pos6,0,0
257.72330097087377,144.09708737864077,pos6,0,0
368.3508064516129,138.31854838709677,pos6,0,0
21.4622641509434,139.68867924528303,pos6,1,0
111.83870967741936,137.90322580645162,pos6,1,0
321.9385245901639,144.0655737704918,pos6,0,0
67.01556420233463,148.72373540856032,pos6,0,0
100.12121212121212,141.43939393939394,pos6,1,0
159.5142857142857,141.1,pos6,1,0
628.7995283018868,159.0495283018868,pos6,0,0
129.6627906976744,144.3953488372093,pos6,1,0
145.20731707317074,145.47560975609755,pos6,1,0
186.8102189781022,145.47445255474452,pos6,1,0
282.413612565445,149.5549738219895,pos6,0,0
303.0046082949309,149.43778801843317,pos6,0,0
499.73413897280966,145.47432024169186,pos6,0,0
206.60833333333332,147.88333333333333,pos6,1,0
92.77956989247312,155.34408602150538,pos6,0,0
361.6101694915254,148.90254237288136,pos6,0,0
410.25,158.08139534883722,pos6,0,0
454.30914826498423,166.3627760252366,pos6,0,0
399.628,163.256,pos6,0,0
168.0235294117647,151.98823529411766,pos6,1,0
108.95145631067962,153.0873786407767,pos6,1,0
10.325,152.975,pos6,1,0
217.992,158.696,pos6,1,0
579.0790273556231,158.28267477203647,pos6,0,0
139.30588235294118,156.76470588235293,pos6,1,0
498.4535714285714,157.96785714285716,pos6,0,0
151.97727272727272,162.20454545454547,pos6,1,0
124.18840579710144,158.231884057971,pos6,1,0
184.0,162.909604519774,pos6,1,0
390.1513944223108,175.0358565737052,pos6,0,0
23.049295774647888,162.8732394366197,pos6,1,0
631.8813559322034,172.06214689265536,pos6,0,0
345.7323943661972,160.8450704225352,pos6,0,0
534.0333333333333,174.7037037037037,pos6,0,0
511.41470588235296,169.08529411764707,pos6,0,0
278.2248062015504,168.0,pos6,1,0
56.232283464566926,169.55708661417322,pos6,0,0
200.76106194690263,166.5929203539823,pos6,1,0
241.0,164.13888888888889,pos6,1,0
437.8034482758621,182.8413793103448,pos6,0,0
115.14117647058823,167.72941176470587,pos6,1,0
229.22429906542055,169.10280373831776,pos6,1,0
316.2775119617225,168.03827751196172,pos6,0,0
163.63793103448276,167.63793103448276,pos6,1,0
292.6078431372549,170.3921568627451,pos6,1,0
381.06545454545454,184.84,pos6,0,0
572.9208211143695,170.86803519061584,pos6,0,0
125.19148936170212,177.4113475177305,pos6,1,0
254.40449438202248,173.2134831460674,pos6,1,0
468.6498422712934,185.3627760252366,pos6,0,0
88.92307692307692,174.70192307692307,pos6,1,0
427.07307692307694,190.02307692307693,pos6,0,0
350.74093264248705,172.78238341968913,pos6,0,0
108.5965909090909,185.16477272727272,pos6,0,0
241.42857142857144,174.94285714285715,pos6,1,0
162.98757763975155,179.36024844720498,pos6,0,0
266.0752688172043,181.8709677419355,pos6,1,0
230.16230366492147,184.60732984293193,pos6,0,0
320.65822784810126,182.16455696202533,pos6,1,0
565.2191358024692,182.97222222222223,pos6,0,0
490.5482233502538,190.7969543147208,pos6,0,0
61.6865671641791,184.97014925373136,pos6,1,0
306.2022471910112,184.2808988764045,pos6,1,0
78.36170212765957,188.5886524822695,pos6,1,0
373.3317307692308,197.35576923076923,pos6,0,0
415.8196078431373,200.90980392156865,pos6,0,0
292.7402597402597,187.1428571428571,pos6,1,0
347.7388888888889,198.1,pos6,0,0
94.6086956521739,187.83695652173913,pos6,1,0
276.0,191.21052631578948,pos6,1,0
365.5456730769231,209.26201923076923,pos6,0,0
640.46875,194.44196428571428,pos6,0,0
336.19101123595505,198.45505617977528,pos6,0,0
580.5925925925926,191.6888888888889,pos6,0,0
177.1818181818182,192.06493506493507,pos6,1,0
191.6,192.42222222222225,pos6,1,0
138.0,191.74545454545455,pos6,1,0
158.0193548387097,193.0258064516129,pos6,1,0
205.3846153846154,194.1282051282051,pos6,1,0
404.2775330396475,206.8061674008811,pos6,0,0
14.898245614035089,197.5684210526316,pos6,1,0
220.7073170731707,195.1219512195122,pos6,1,0
320.4246575342466,195.12328767123287,pos6,1,0
123.00680272108843,200.99319727891157,pos6,1,0
466.4388185654008,216.0126582278481,pos6,0,0
59.04782608695652,202.14347826086956,pos6,1,0
236.01388888888889,198.70833333333337,pos6,1,0
547.4074074074074,196.25925925925927,pos6,0,0
591.3685714285714,201.60857142857145,pos6,0,0
284.8933333333333,199.78666666666663,pos6,1,0
491.71875,216.45559210526315,pos6,0,0
299.4021739130435,201.45652173913044,pos6,1,0
88.66666666666667,205.68253968253967,pos6,1,0
248.63513513513513,205.0,pos6,1,0
262.65384615384613,205.89743589743588,pos6,1,0
134.5483870967742,205.9032258064516,pos6,1,0
182.8,205.6769230769231,pos6,1,0
40.92783505154639,208.24742268041237,pos6,1,0
146.61764705882354,207.4264705882353,pos6,1,0
167.34782608695653,206.84057971014497,pos6,1,0
197.03947368421052,207.94736842105263,pos6,1,0
313.0769230769231,206.8307692307692,pos6,1,0
533.4368600682594,211.1194539249147,pos6,0,0
212.07462686567163,207.82089552238807,pos6,1,0
621.7649006622516,215.24172185430464,pos6,0,0
104.8031496062992,210.66141732283464,pos6,1,0
227.34615384615384,209.6153846153846,pos6,1,0
8.742268041237113,210.96907216494844,pos6,1,0
276.37333333333333,210.82666666666665,pos6,1,0
597.1024390243903,212.3560975609756,pos6,0,0
328.84444444444443,216.11111111111111,pos6,1,0
431.8571428571428,221.45142857142855,pos6,0,0
25.733333333333334,215.35238095238097,pos6,1,0
290.7,215.62222222222223,pos6,1,0
71.35111111111111,221.53333333333333,pos6,1,0
392.4603174603174,214.6190476190476,pos6,0,0
156.93243243243242,217.14864864864865,pos6,1,0
304.864406779661,216.71186440677965,pos6,1,0
532.3,224.93333333333337,pos6,0,0
185.8450704225352,218.1549295774648,pos6,1,0
50.03,219.8,pos6,1,0
124.34126984126983,220.07142857142856,pos6,1,0
170.76271186440678,219.33898305084745,pos6,1,0
205.1851851851852,221.19753086419752,pos6,1,0
251.42,218.96,pos6,1,0
219.0581395348837,222.67441860465115,pos6,1,0
237.3,222.51,pos6,1,0
265.4782608695652,220.69565217391303,pos6,1,0
348.72767857142856,232.77678571428572,pos6,0,0
318.07042253521126,223.25352112676055,pos6,1,0
143.96938775510205,224.53061224489795,pos6,1,0
361.57865168539325,231.92134831460675,pos6,0,0
394.0,232.30208333333337,pos6,0,0
485.8969696969697,231.28484848484848,pos6,0,0
617.4079754601227,236.62576687116564,pos6,0,0
13.03076923076923,226.8923076923077,pos6,1,0
105.12903225806453,226.33870967741936,pos6,1,0
33.6822429906542,227.88785046728972,pos6,1,0
279.07142857142856,226.6547619047619,pos6,1,0
574.6357827476038,226.6453674121406,pos6,0,0
193.0,229.5,pos6,1,0
250.36363636363637,230.21818181818185,pos6,1,0
307.96610169491527,230.33898305084745,pos6,1,0
177.80246913580248,231.88888888888889,pos6,1,0
293.494623655914,232.0,pos6,1,0
159.38823529411764,232.1176470588235,pos6,1,0
61.46739130434783,234.70652173913044,pos6,1,0
264.93333333333334,233.69333333333333,pos6,1,0
86.81739130434782,235.26956521739132,pos6,1,0
129.93814432989691,235.01030927835052,pos6,1,0
312.0869565217391,241.66666666666663,pos6,0,0
47.20779220779221,235.72727272727272,pos6,1,0
226.82926829268297,234.9268292682927,pos6,1,0
203.54666666666665,236.90666666666667,pos6,1,0
580.8846153846154,237.4,pos6,0,0
103.6153846153846,240.2051282051282,pos6,1,0
113.91814946619218,259.98932384341634,pos6,0,0
145.1875,240.3125,pos6,1,0
190.5471698113207,240.18867924528303,pos6,1,0
537.5714285714286,239.3160173160173,pos6,0,0
239.8909090909091,241.29090909090908,pos6,1,0
278.9404761904762,241.27380952380952,pos6,1,0
170.45333333333335,242.69333333333333,pos6,1,0
11.938144329896907,244.340206185567,pos6,1,0
30.356521739130436,246.02608695652177,pos6,1,0
77.53921568627452,245.14705882352945,pos6,1,0
388.2558139534884,242.46511627906975,pos6,0,0
215.6338028169014,244.04225352112675,pos6,1,0
258.01020408163265,246.22448979591837,pos6,1,0
376.5675675675675,244.4324324324324,pos6,0,0
638.5836298932385,262.5017793594306,pos6,0,0
352.01261034047917,255.28247162673392,pos6,0,0
156.22222222222223,250.92592592592592,pos6,1,0
229.9245283018868,248.50943396226415,pos6,1,0
437.1149825783972,248.7212543554007,pos6,0,0
486.32236842105266,249.08552631578948,pos6,0,0
566.2331838565023,248.87892376681617,pos6,0,0
593.6511627906976,248.8139534883721,pos6,0,0
133.01657458563537,253.3756906077348,pos6,1,0
182.0888888888889,249.51111111111112,pos6,1,0
46.614754098360656,253.20491803278688,pos6,1,0
203.6504854368932,251.83495145631068,pos6,1,0
526.0714285714286,252.17226890756305,pos6,0,0
64.10377358490567,253.32075471698113,pos6,1,0
96.34,253.49,pos6,1,0
243.18487394957984,255.23529411764707,pos6,1,0
253.0699481865285,265.3160621761658,pos6,0,0
190.52380952380952,257.8095238095238,pos6,1,0
223.24698795180723,260.5542168674699,pos6,1,0
292.33644859813086,259.7429906542056,pos6,0,0
626.5739750445633,293.83244206773617,pos6,0,0
650.2156862745098,277.18954248366015,pos6,0,0
15.979591836734691,260.7448979591837,pos6,1,0
441.4753363228699,259.6726457399103,pos6,0,0
85.40217391304348,262.2391304347826,pos6,1,0
176.2403846153846,261.96153846153845,pos6,1,0
31.43037974683544,262.39240506329116,pos6,1,0
484.8185840707965,260.8362831858407,pos6,0,0
546.2481040086674,264.9577464788732,pos6,0,0
158.0078125,265.5703125,pos6,1,0
395.57342657342656,265.36013986013984,pos6,0,0
611.1282051282051,284.65384615384613,pos6,0,0
56.3448275862069,267.82758620689657,pos6,1,0
178.66906474820144,274.1462829736211,pos6,0,0
72.0,268.013698630137,pos6,1,0
353.07835820895525,268.5335820895522,pos6,0,0
100.06382978723404,270.52127659574467,pos6,1,0
140.91358024691357,270.8395061728395,pos6,1,0
298.1449275362319,270.9855072463768,pos6,0,0
206.66390041493776,277.0124481327801,pos6,0,0
451.08657243816253,272.3621908127208,pos6,0,0
594.2826086956521,271.17391304347825,pos6,0,0
42.77966101694915,272.864406779661,pos6,1,0
125.98529411764706,273.38235294117646,pos6,1,0
24.89830508474576,275.76271186440675,pos6,1,0
262.4766355140187,276.5514018691589,pos6,0,0
85.59292035398231,278.9734513274336,pos6,1,0
384.1862348178138,278.0931174089069,pos6,0,0
540.2928870292887,278.59414225941424,pos6,0,0
581.7061403508771,279.85526315789474,pos6,0,0
68.74444444444444,282.25555555555553,pos6,1,0
341.48148148148147,281.1975308641975,pos6,0,0
138.47297297297297,282.2162162162162,pos6,1,0
287.2603938730853,285.4266958424508,pos6,0,0
455.7609561752988,283.3187250996016,pos6,0,0
36.39,284.44,pos6,1,0
52.397260273972606,284.45205479452056,pos6,1,0
512.1282051282051,282.87179487179486,pos6,0,0
124.31460674157304,286.1011235955056,pos6,1,0
402.5300859598854,287.98280802292265,pos6,0,0
92.64492753623188,300.536231884058,pos6,0,0
172.30769230769232,288.85897435897436,pos6,0,0
237.22821576763485,287.9585062240664,pos6,0,0
497.49624060150376,291.67293233082705,pos6,0,0
537.9397163120567,290.20212765957444,pos6,0,0
660.956834532374,305.7086330935252,pos6,0,0
585.6877192982456,292.8456140350877,pos6,0,0
199.6342412451362,293.81322957198444,pos6,0,0
326.6091081593928,292.9601518026565,pos6,0,0
80.1980198019802,295.0990099009901,pos6,1,0
454.3534743202417,294.86706948640483,pos6,0,0
643.5487012987013,309.69805194805195,pos6,0,0
141.1391304347826,294.4695652173913,pos6,1,0
63.41111111111111,295.94444444444446,pos6,1,0
47.098765432098766,296.2716049382716,pos6,1,0
101.62,308.296,pos6,0,0
31.071428571428573,296.14285714285717,pos6,1,0
438.73789173789174,304.2393162393162,pos6,0,0
122.8970588235294,299.79411764705884,pos6,1,0
244.36599423631125,303.5864553314121,pos6,0,0
548.0139664804469,301.58379888268155,pos6,0,0
371.6288209606987,306.54876273653565,pos6,0,0
165.86936236391912,307.4230171073095,pos6,0,0
507.18791946308727,309.16442953020135,pos6,0,0
602.7386018237082,311.43465045592706,pos6,0,0
317.636678200692,306.3979238754325,pos6,0,0
31.24277456647399,307.3063583815029,pos6,1,0
72.75675675675676,308.0810810810811,pos6,1,0
498.7902298850575,318.0632183908046,pos6,0,0
55.95614035087719,310.42105263157896,pos6,1,0
116.7,310.8285714285714,pos6,1,0
420.2279411764706,319.7720588235294,pos6,0,0
211.46815286624204,315.71337579617835,pos6,0,0
584.3291925465838,318.88198757763973,pos6,0,0
295.553264604811,315.46048109965636,pos6,0,0
394.3378378378378,315.2972972972973,pos6,1,0
456.39018691588785,335.60046728971963,pos6,0,0
163.7431506849315,323.0308219178082,pos6,0,0
332.314465408805,323.28930817610063,pos6,1,0
478.32748538011697,323.7923976608187,pos6,0,0
38.60840707964602,322.5929203539823,pos6,0,0
250.6782608695652,321.5449275362319,pos6,0,0
113.82352941176472,325.6358543417367,pos6,0,0
364.7407407407408,325.3240740740741,pos6,0,0
555.1147540983607,324.03934426229506,pos6,0,0
71.51590106007068,332.80918727915196,pos6,0,0
305.50233644859816,330.0116822429907,pos6,0,0
202.92434210526315,330.89144736842104,pos6,0,0
404.3640350877193,330.859649122807,pos6,0,0
136.0326530612245,332.71836734693875,pos6,0,0
628.8125,333.484375,pos6,1,0
363.0882352941176,337.47478991596637,pos6,0,0
474.08620689655174,333.62068965517244,pos6,1,0
260.07126948775056,336.26280623608017,pos6,0,0
573.5555555555555,334.8395061728395,pos6,0,0
43.1037037037037,338.8814814814815,pos6,1,0
395.475,347.0875,pos6,0,0
522.25,339.15625,pos6,1,0
635.3387096774194,348.46774193548384,pos6,0,0
533.5,336.5,pos6,0,0
342.03846153846155,340.9230769230769,pos6,1,0
444.0857142857143,351.62380952380954,pos6,0,0
174.03508771929825,344.2543859649123,pos6,1,0
330.7952380952381,350.7238095238095,pos6,0,0
488.945,346.61,pos6,1,0
507.88709677419354,341.4032258064516,pos6,1,0
84.63101604278074,348.2513368983957,pos6,1,0
108.77450980392156,343.7843137254902,pos6,0,0
144.86147186147187,343.8787878787879,pos6,0,0
220.0502283105023,343.6255707762557,pos6,0,0
431.9094827586207,355.0560344827586,pos6,0,0
600.8666666666667,344.4033333333333,pos6,0,0
419.83093525179856,359.33812949640287,pos6,0,0
190.7421875,348.71875,pos6,1,0
351.64150943396226,346.54716981132077,pos6,0,0
465.4823943661972,361.9507042253521,pos6,0,0
551.6868686868687,346.54545454545456,pos6,0,0
260.8274111675127,348.2284263959391,pos6,0,0
521.1408450704225,351.53521126760563,pos6,1,0
661.9025,370.91,pos6,0,0
302.33920704845815,352.8105726872247,pos6,0,0
371.2769953051643,362.6009389671362,pos6,0,0
43.52972972972973,353.1675675675676,pos6,0,0
387.37254901960785,364.27450980392155,pos6,0,0
506.5849056603774,353.3207547169811,pos6,1,0
206.68695652173912,356.2173913043478,pos6,1,0
135.71772428884026,356.49015317286654,pos6,0,0
599.9384615384615,356.8615384615385,pos6,1,0
226.72058823529412,357.4264705882353,pos6,1,0
240.36363636363637,357.04545454545456,pos6,1,0
628.121546961326,363.7099447513812,pos6,0,0
589.4269005847954,364.03508771929825,pos6,1,0
552.8779527559055,358.3267716535433,pos6,0,0
77.19101123595506,361.13483146067415,pos6,1,0
282.49367088607596,360.46835443037975,pos6,1,0
203.3050847457627,373.409604519774,pos6,0,0
266.63235294117646,361.52941176470586,pos6,1,0
330.7606837606838,363.5897435897436,pos6,1,0
252.2253521126761,362.5633802816901,pos6,1,0
301.0151515151515,367.77272727272725,pos6,1,0
498.10843373493975,365.2168674698795,pos6,1,0
61.54807692307692,366.25,pos6,1,0
517.5985401459855,365.5036496350365,pos6,1,0
94.80508474576273,367.957627118644,pos6,1,0
168.65277777777777,367.1388888888889,pos6,1,0
217.8,367.3428571428571,pos6,1,0
399.17469879518075,396.6787148594378,pos6,0,0
150.5079365079365,369.3968253968254,pos6,1,0
486.4516129032258,368.2741935483871,pos6,1,0
112.0701754385965,369.5263157894737,pos6,1,0
416.2700729927007,385.8905109489051,pos6,0,0
556.3115264797508,370.0747663551402,pos6,0,0
147.95454545454547,386.2929292929293,pos6,0,0
235.3235294117647,375.0529411764706,pos6,1,0
274.91346153846155,376.4807692307692,pos6,1,0
182.3577981651376,374.7889908256881,pos6,1,0
476.3979591836735,391.3520408163265,pos6,0,0
33.97769516728624,381.1635687732342,pos6,1,0
262.6666666666667,373.6666666666667,pos6,1,0
324.7733333333333,374.16,pos6,1,0
352.72222222222223,375.5111111111111,pos6,1,0
73.66666666666667,376.2638888888889,pos6,1,0
290.1578947368421,376.34736842105264,pos6,1,0
459.47151898734177,393.9810126582278,pos6,0,0
647.1473684210526,388.4657894736842,pos6,0,0
118.0,379.2931034482759,pos6,1,0
337.32978723404256,379.82978723404256,pos6,1,0
513.4978354978355,378.64069264069263,pos6,0,0
105.22033898305084,380.20338983050846,pos6,1,0
162.72058823529412,379.9558823529411,pos6,1,0
370.82911392405066,395.8101265822785,pos6,0,0
86.77777777777777,380.9861111111111,pos6,1,0
313.85,382.1125,pos6,1,0
58.59235668789809,384.6687898089172,pos6,1,0
251.97727272727272,380.8636363636364,pos6,1,0
561.5424836601308,381.4640522875817,pos6,0,0
197.45652173913044,383.6304347826087,pos6,1,0
448.034965034965,398.45454545454544,pos6,0,0
613.7201365187714,384.6518771331058,pos6,0,0
175.65116279069767,387.1162790697674,pos6,1,0
302.3176470588235,386.9764705882353,pos6,1,0
384.18461538461537,397.251282051282,pos6,0,0
18.920529801324506,389.2582781456954,pos6,1,0
127.62765957446808,390.2021276595744,pos6,1,0
238.87074829931973,393.63945578231295,pos6,1,0
74.75757575757575,388.75757575757575,pos6,1,0
325.864406779661,388.7627118644067,pos6,1,0
347.8253968253968,388.968253968254,pos6,1,0
517.3055555555555,398.9230769230769,pos6,0,0
96.3012048192771,391.4698795180723,pos6,1,0
259.3883495145631,391.28155339805824,pos6,1,0
285.54761904761904,389.1904761904762,pos6,1,0
559.1519861830743,403.9568221070812,pos6,0,0
110.0204081632653,391.16326530612247,pos6,1,0
430.1108374384236,417.6625615763547,pos6,0,0
187.38181818181815,393.72727272727275,pos6,1,0
208.43478260869568,394.72463768115944,pos6,1,0
273.5813953488372,393.0232558139535,pos6,1,0
579.9171270718232,393.03314917127074,pos6,0,0
140.13978494623657,397.505376344086,pos6,1,0
335.7818181818182,394.6727272727273,pos6,1,0
315.3652173913043,398.62608695652176,pos6,1,0
359.38461538461536,397.5576923076923,pos6,1,0
634.2762430939226,409.61878453038673,pos6,0,0
51.351351351351354,400.0675675675675,pos6,1,0
64.9041095890411,400.3972602739726,pos6,1,0
284.0740740740741,399.94444444444446,pos6,1,0
299.06493506493507,401.038961038961,pos6,1,0
13.03515625,409.65625,pos6,1,0
86.68062827225131,405.7643979057591,pos6,1,0
196.0483870967742,402.2096774193548,pos6,1,0
220.34285714285716,402.9809523809524,pos6,1,0
34.58715596330275,408.605504587156,pos6,1,0
186.7826086956522,415.6782608695653,pos6,0,0
267.0487804878049,401.9756097560976,pos6,1,0
346.378640776699,404.5436893203883,pos6,1,0
101.93073593073592,415.6709956709957,pos6,0,0
251.3119266055046,404.9816513761468,pos6,1,0
604.1557093425605,408.0553633217993,pos6,0,0
126.37735849056604,407.3207547169811,pos6,1,0
151.7826086956522,405.9710144927536,pos6,1,0
520.7039274924472,413.12688821752266,pos6,0,0
333.5,409.38461538461536,pos6,1,0
444.8166089965398,425.30795847750863,pos6,0,0
276.30555555555554,411.59722222222223,pos6,1,0
406.6775700934579,423.714953271028,pos6,0,0
310.29411764705884,411.88235294117646,pos6,1,0
360.6216216216216,412.1216216216216,pos6,1,0
482.0342857142857,422.6571428571429,pos6,0,0
320.6279069767442,412.1860465116279,pos6,1,0
59.83168316831683,415.029702970297,pos6,1,0
139.87234042553192,413.40425531914894,pos6,1,0
201.78082191780825,413.904109589041,pos6,1,0
228.84415584415584,414.2857142857143,pos6,1,0
263.2972972972973,414.7972972972973,pos6,1,0
296.2560975609756,414.7439024390244,pos6,1,0
214.7111111111111,415.2,pos6,1,0
572.4527777777778,430.1638888888889,pos6,0,0
164.16822429906543,418.9158878504673,pos6,1,0
417.7377049180328,430.8196721311475,pos6,0,0
519.0377697841726,454.2931654676259,pos6,0,0
115.74257425742574,421.2277227722772,pos6,1,0
340.921568627451,418.11764705882354,pos6,1,0
254.74657534246575,424.3082191780822,pos6,1,0
70.36974789915966,427.1890756302521,pos6,1,0
643.563492063492,433.73015873015873,pos6,0,0
129.7741935483871,422.53225806451616,pos6,1,0
496.6,430.6611111111111,pos6,0,0
285.5593220338983,422.96610169491527,pos6,1,0
328.82191780821915,423.4383561643835,pos6,1,0
616.4526748971193,437.4279835390946,pos6,0,0
313.575,424.8,pos6,1,0
48.76086956521739,425.44565217391306,pos6,1,0
142.5,423.5,pos6,1,0
354.11494252873564,425.4827586206897,pos6,1,0
221.71186440677965,427.46610169491527,pos6,1,0
273.7738095238095,427.4047619047619,pos6,1,0
385.30348258706465,439.5124378109453,pos6,0,0
477.4970238095238,445.2291666666667,pos6,0,0
207.81981981981983,430.8288288288288,pos6,1,0
553.4017094017094,428.4017094017094,pos6,0,0
606.3371298405467,450.9931662870159,pos6,0,0
635.7090395480226,446.9011299435029,pos6,0,0
463.4633204633205,442.8416988416988,pos6,0,0
543.8403755868544,440.3521126760563,pos6,0,0
22.291044776119403,433.6119402985075,pos6,1,0
179.1551724137931,429.9655172413793,pos6,1,0
297.89285714285717,430.5,pos6,1,0
369.7083333333333,429.9861111111111,pos6,1,0
601.7647058823529,428.8235294117647,pos6,0,0
106.8625,434.475,pos6,1,0
246.0,433.9382716049383,pos6,1,0
155.55974842767296,434.9496855345912,pos6,1,0
340.93333333333334,434.68888888888887,pos6,1,0
659.8913043478261,433.6304347826087,pos6,1,0
40.59349593495935,436.8292682926829,pos6,1,0
