replicate,pos,y_bin,y_um,median_intensity,corrected_intensity,concentration,fitted_concentration
replicate_2,pos2,34,51.75,1685.33988163735,-50.1067367877946,0.78125,-1.8128252553573205
replicate_2,pos3,0,0.75,3285.733333333333,1550.2867149081883,29.645150357034048,39.494181617092174
replicate_2,pos3,1,2.25,3422.5967741935483,1687.1501557684037,32.19315598603401,36.11121008964766
replicate_2,pos3,2,3.75,3307.7241379310344,1572.2775195058898,30.05384573708399,33.010104530665
replicate_2,pos3,3,5.25,3343.8125,1608.3658815748554,30.725413493773488,30.166659267736243
replicate_2,pos3,4,6.75,3250.097536945813,1514.6509185206685,28.9840444832949,27.558679795309917
replicate_2,pos3,5,8.25,3028.385807990459,1292.9391895653143,24.92956751565488,25.16580953552841
replicate_2,pos3,6,9.75,3112.9827586206898,1377.5361401955452,26.46158080473055,22.969370945005505
replicate_2,pos3,7,11.25,3079.907187323147,1344.460568898002,25.8600268135477,20.952219727303977
replicate_2,pos3,8,12.75,2988.935483870968,1253.4888654458232,24.1876917430755,19.098611013168533
replicate_2,pos3,9,14.25,2686.2631578947367,950.816539469592,17.550843159754276,17.394076463984597
replicate_2,pos3,10,15.75,2609.438596491228,873.9919780660834,15.848740545091985,15.82531133919406
replicate_2,pos3,11,17.25,2557.722222222222,822.2756037970776,14.742936436991307,14.380070646173007
replicate_2,pos3,12,18.75,2516.2380952380954,780.7914768129508,13.885735076476548,13.047073561969574
replicate_2,pos3,13,20.25,2509.56,774.1133815748553,13.750481760360824,11.81591538086598
replicate_2,pos3,14,21.75,2354.3661971830984,618.9195787579538,11.245409417100626,10.676986300471636
replicate_2,pos3,15,23.25,2337.99659090909,602.5499724839462,11.067579676111066,9.621396412432388
replicate_2,pos3,16,24.75,2195.6355072463766,460.18888882123224,8.89390042422382,8.640906312271003
replicate_2,pos3,17,26.25,2086.2915646258502,350.84494620070564,4.54636514469312,7.727862786734228
replicate_2,pos3,18,27.75,2070.6615384615384,335.2149200363938,2.8153677542482263,6.875139076654081
replicate_2,pos3,19,29.25,2008.5855442176871,273.1389257925424,0.8207252970358714,6.076079249045337
replicate_2,pos3,20,30.75,2009.6491228070176,274.20250438187304,0.8332503914732754,5.324446244235703
replicate_2,pos3,21,32.25,1850.3023255813953,114.85570715625067,0.78125,4.614373192510685
replicate_2,pos3,22,33.75,1862.1935483870968,126.74692996195222,0.78125,3.9403176202753483
replicate_2,pos3,23,35.25,1780.016693163752,44.570074738607445,0.78125,3.29701818828923
replicate_2,pos3,24,36.75,1833.2696428571428,97.8230244319982,0.78125,2.6794536242948346
replicate_2,pos3,25,38.25,1814.9063492063492,79.4597307812046,0.78125,2.0828035294884155
replicate_2,pos3,26,39.75,1766.8507462686566,31.404127843512015,0.78125,1.5024107529080426
replicate_2,pos3,27,41.25,1835.1786273194723,99.73200889432792,0.78125,0.9337450400523305
replicate_2,pos3,28,42.75,1746.9209039548025,11.474285529657664,0.78125,0.37236767198920245
replicate_2,pos3,29,44.25,1773.658316008316,38.211697583171485,0.78125,-0.18610318105466808
replicate_2,pos3,30,45.75,1801.40350877193,65.95689034678549,0.78125,-0.7460266620562166
replicate_2,pos3,31,47.25,1877.4135723431496,141.96695391800515,0.78125,-1.3117732524766075
replicate_2,pos3,32,48.75,1823.0105263157895,87.56390789064494,0.78125,-1.8877588860443695
replicate_2,pos3,33,50.25,1776.679487179487,41.23286875434246,0.78125,-2.4784794173160964
replicate_2,pos3,34,51.75,1902.8141114982575,167.36749307311322,0.78125,-3.088545714058996
replicate_2,pos4,0,0.75,3113.0553174117167,1377.608698986572,26.462903934084,34.11205749229963
replicate_2,pos4,1,2.25,3130.965909090909,1395.5192906657644,26.789949270567934,30.08186134450683
replicate_2,pos4,2,3.75,3121.1145662847794,1385.6679478596343,26.60995724466679,26.526193995497408
replicate_2,pos4,3,5.25,2942.540864356012,1207.0942459308674,23.255052466752556,23.388966277893203
replicate_2,pos4,4,6.75,2834.24657814096,1098.7999597158157,20.904578147313774,20.620689734736878
replicate_2,pos4,5,8.25,2752.599903241413,1017.153284816268,19.054321229874724,18.177695959752608
replicate_2,pos4,6,9.75,2751.3205128205127,1015.873894395368,19.02520514321847,16.021447746475605
replicate_2,pos4,7,11.25,2687.1315789473683,951.6849605222236,17.57038590594973,14.117931179915475
replicate_2,pos4,8,12.75,2491.8371266002846,756.39050817514,13.395412252760455,12.437119081253407
replicate_2,pos4,9,14.25,2488.9375,753.4908815748554,13.33786568580004,10.952497341637413
replicate_2,pos4,10,15.75,2223.1477272727275,487.7011088475829,9.464086251872091,9.640646673189009
replicate_2,pos4,11,17.25,2214.5344827586205,479.0878643334761,9.29518114219932,8.480873179518182
replicate_2,pos4,12,18.75,2107.054054054054,371.6074356289096,6.493510081730155,7.454881918150806
replicate_2,pos4,13,20.25,2188.5476190476193,453.10100062247466,8.732447519342937,6.54648830545213
replicate_2,pos4,14,21.75,2101.8478260869565,366.4012076618119,6.3321351329051065,5.741362811579586
replicate_2,pos4,15,23.25,2012.764705882353,277.3180874572083,0.872397184802304,5.02680491813433
replicate_2,pos4,16,24.75,1938.2,202.75338157485544,0.78125,4.391542772787995
replicate_2,pos4,17,26.25,1837.4897959183672,102.04317749322264,0.78125,3.8255553805199773
replicate_2,pos4,18,27.75,1848.1831578947367,112.73653946959212,0.78125,3.3199145266063406
replicate_2,pos4,19,29.25,1781.1626506024097,45.71603217726499,0.78125,2.86664393776148
replicate_2,pos4,20,30.75,1755.576227390181,20.129608965036255,0.78125,2.458593459758398
replicate_2,pos4,21,32.25,1739.1851851851852,3.738566760040612,0.78125,2.0893262667320904
replicate_2,pos4,22,33.75,1699.420218579235,-36.02639984590962,0.78125,1.753017322939917
replicate_2,pos4,23,35.25,1717.3076923076922,-18.138926117452456,0.78125,1.4443614952556356
replicate_2,pos4,24,36.75,1705.9847560975609,-29.461862327583617,0.78125,1.1584898669100618
replicate_2,pos4,25,38.25,1712.925,-22.521618425144652,0.78125,0.8908929323625814
replicate_2,pos4,26,39.75,1714.4458262671942,-21.0007921579504,0.78125,0.6373494617346736
replicate_2,pos4,27,41.25,1699.143101092896,-36.303517332248475,0.78125,0.3938599126716096
replicate_2,pos4,28,42.75,1690.708590138675,-44.738028286469785,0.78125,0.15658333923224718
replicate_2,pos4,29,44.25,1626.571428571429,-108.87518985371572,0.78125,-0.07822319742899092
replicate_2,pos4,30,45.75,1645.15625,-90.2903684251446,0.78125,-0.31426367235913716
replicate_2,pos4,31,47.25,1713.6363636363635,-21.810254788781094,0.78125,-0.5552615254660519
replicate_2,pos4,32,48.75,1679.834249084249,-55.61236934089561,0.78125,-0.805018397227846
replicate_2,pos4,33,50.25,1681.01,-54.436618425144616,0.78125,-1.0674740979836381
replicate_2,pos4,34,51.75,1755.370026525199,19.923408100054303,0.78125,-1.3467687567961613
replicate_2,pos5,0,0.75,2687.889967637541,952.4433492123962,17.587456739519343,28.253212643165913
replicate_2,pos5,1,2.25,2827.6923076923076,1092.245689267163,20.75733559562009,25.66859200922583
replicate_2,pos5,2,3.75,2931.342857142857,1195.8962387177123,23.021767967307923,23.316768995547402
replicate_2,pos5,3,5.25,2963.942528735632,1228.4959103104875,23.692490168816583,21.17641408001799
replicate_2,pos5,4,6.75,2785.951219512195,1050.5046010870506,19.813026866939094,19.228115620165294
replicate_2,pos5,5,8.25,2722.7916666666665,987.345048241522,18.376668662331582,17.45420380204509
replicate_2,pos5,6,9.75,2637.962962962963,902.5163445378184,16.47367785421419,15.83859038639346
replicate_2,pos5,7,11.25,2616.562937062937,881.1163186377926,16.00392043223279,14.366622798644123
replicate_2,pos5,8,12.75,2569.1449530516434,833.6983346264988,14.98383992467757,13.024951239501224
replicate_2,pos5,9,14.25,2446.9188006828854,711.4721822577405,12.521840865237369,11.801407610845912
replicate_2,pos5,10,15.75,2363.937519872814,628.4909014476693,11.350669263880178,10.68489515891253
replicate_2,pos5,11,17.25,2330.5735744355147,595.1269560103701,10.986486356269971,9.665287833869087
replicate_2,pos5,12,18.75,2409.1891771019677,673.7425586768231,11.905415536515388,8.73333845305803
replicate_2,pos5,13,20.25,2261.5959513435005,526.1493329183559,10.118073057640578,7.88059483499706
replicate_2,pos5,14,21.75,2209.813655761024,474.3670373358795,9.198916917453879,7.099323143529264
replicate_2,pos5,15,23.25,2168.67963314358,433.2330147184354,8.24852025584767,6.382437746903358
replicate_2,pos5,16,24.75,2022.3728864734296,286.92626804828535,1.0189737685425413,5.723436955650942
replicate_2,pos5,17,26.25,2023.6612903225807,288.2146718974361,1.041964184448808,5.1163440564447376
replicate_2,pos5,18,27.75,1955.0526315789473,219.60601315380268,0.78125,4.555653107152734
replicate_2,pos5,19,29.25,1830.1060606060605,94.65944218091602,0.78125,4.036279001484315
replicate_2,pos5,20,30.75,1783.3243243243244,47.87770589917977,0.78125,3.5535113503467843
replicate_2,pos5,21,32.25,1741.5873015873017,6.1406831621570745,0.78125,3.102971761645875
replicate_2,pos5,22,33.75,1666.322033898305,-69.1245845268395,0.78125,2.6805741310855065
replicate_2,pos5,23,35.25,1712.3472222222222,-23.099396202922435,0.78125,2.282487583829877
replicate_2,pos5,24,36.75,1717.8846153846157,-17.562003040528907,0.78125,1.9051017309326055
replicate_2,pos5,25,38.25,1674.0172413793102,-61.42937704583437,0.78125,1.5449939254310792
replicate_2,pos5,26,39.75,1699.179487179487,-36.26713124565754,0.78125,1.1988982211398491
replicate_2,pos5,27,41.25,1556.6580957978254,-178.78852262731925,0.78125,0.8636757526192822
replicate_2,pos5,28,42.75,1586.025641025641,-149.4209773995035,0.78125,0.5362862676848505
replicate_2,pos5,29,44.25,1718.625822368421,-16.820796056723566,0.78125,0.21376055427521312
replicate_2,pos5,30,45.75,1622.9605263157894,-112.48609210935524,0.78125,-0.10682648839147128
replicate_2,pos5,31,47.25,1642.0,-93.4466184251446,0.78125,-0.4283823786003001
replicate_2,pos5,32,48.75,1706.8731343283582,-28.573484096786387,0.78125,-0.7538234214604442
replicate_2,pos5,33,50.25,1649.3076923076924,-86.13892611745223,0.78125,-1.0861011579168096
replicate_2,pos5,34,51.75,1692.4225352112676,-43.02408321387702,0.78125,-1.4282291333280648
replicate_2,pos5,35,53.25,1641.6369047619046,-93.8097136632399,0.78125,-1.7833102283848243
replicate_2,pos6,0,0.75,3006.25,1270.8033815748554,24.519704749043296,32.630210233754156
replicate_2,pos6,1,2.25,3117.162393162393,1381.7157747372485,26.53782144704607,29.562894304328104
replicate_2,pos6,2,3.75,3020.47380952381,1285.027191098665,24.785042359152186,26.780149648240897
replicate_2,pos6,3,5.25,2929.04,1193.5933815748554,22.97344473646173,24.25518967342179
replicate_2,pos6,4,6.75,2942.0606854838707,1206.6140670587265,23.24510837763366,21.96370921313824
replicate_2,pos6,5,8.25,2930.409107402032,1194.9624889768877,23.002188087674668,19.88365056540406
replicate_2,pos6,6,9.75,2830.4052631578948,1094.95864473275,20.81832598382763,17.994991166396122
replicate_2,pos6,7,11.25,2661.6158602150535,926.1692417899092,16.99857390173614,16.279550854031957
replicate_2,pos6,8,12.75,2600.899428274428,865.4528098492835,15.663593261321278,14.72081686643511
replicate_2,pos6,9,14.25,2585.7045454545455,850.2579270294009,15.336543440092951,13.303784890730107
replicate_2,pos6,10,15.75,2528.970779220779,793.5241607956348,14.145769217165608,12.014814632108964
replicate_2,pos6,11,17.25,2370.698113207547,635.2514947824025,11.426459287067956,10.841498512882714
replicate_2,pos6,12,18.75,2500.4675324675327,765.0209140423881,13.567607197911075,9.772542237620065
replicate_2,pos6,13,20.25,2315.327215189873,579.8805967647286,10.816059012169037,8.797656074697866
replicate_2,pos6,14,21.75,2290.4646317829456,555.0180133578012,10.517247674233332,7.907455807743822
replicate_2,pos6,15,23.25,2169.1078260869563,433.6612076618119,8.259426250590836,7.09337240353385
replicate_2,pos6,16,24.75,2027.4541666666664,292.00754824152193,1.1148275840558624,6.347569526810819
replicate_2,pos6,17,26.25,1956.861111111111,221.41449268596648,0.78125,5.662868108025446
replicate_2,pos6,18,27.75,1966.12987012987,230.6832517047253,0.78125,5.032677237891416
replicate_2,pos6,19,29.25,1883.615626511853,148.16900808670846,0.78125,4.450930723548371
replicate_2,pos6,20,30.75,1846.7020933977456,111.25547497260106,0.78125,3.912028695624831
replicate_2,pos6,21,32.25,1789.4886363636365,54.04201793849188,0.78125,3.410783704112946
replicate_2,pos6,22,33.75,1741.1857142857143,5.739095860569705,0.78125,2.942370784176023
replicate_2,pos6,23,35.25,1835.356542617047,99.90992419190228,0.78125,2.502281011224251
replicate_2,pos6,24,36.75,1799.358378870674,63.91176044552935,0.78125,2.0862780981815705
replicate_2,pos6,25,38.25,1771.870053475936,36.42343505079123,0.78125,1.6903576171506816
replicate_2,pos6,26,39.75,1753.340909090909,17.8942906657644,0.78125,1.3107084529454978
replicate_2,pos6,27,41.25,1702.090909090909,-33.3557093342356,0.78125,0.9436761174442635
replicate_2,pos6,28,42.75,1664.455337690632,-70.99128073451277,0.78125,0.5857275716287108
replicate_2,pos6,29,44.25,1710.4375,-25.009118425144607,0.78125,0.23341721668757615
replicate_2,pos6,30,45.75,1706.809523809524,-28.637094615620526,0.78125,-0.11664627318384646
replicate_2,pos6,31,47.25,1667.6301907968575,-67.8164276282871,0.78125,-0.4678325955542946
replicate_2,pos6,32,48.75,1721.557142857143,-13.889475568001671,0.78125,-0.8235222563345682
replicate_2,pos6,33,50.25,1638.638888888889,-96.80772953625568,0.78125,-1.1871391103962416
replicate_2,pos6,34,51.75,1639.5234375,-95.9231809251446,0.78125,-1.5621833194657877
replicate_2,pos6,35,53.25,1808.8,73.35338157485535,0.78125,-1.9522650445455294
replicate_2,pos7,0,0.75,2738.4313725490197,1002.9847541238752,18.73198268394373,29.99776355645558
replicate_2,pos7,1,2.25,2929.275,1193.8283815748557,22.978381275907722,26.97338047691578
replicate_2,pos7,2,3.75,3025.4586890243904,1290.0120705992458,24.876361904384865,24.250763783927145
replicate_2,pos7,3,5.25,2904.04705882353,1168.600440398385,22.441975833836153,21.79945403240418
replicate_2,pos7,4,6.75,2786.0155332681015,1050.5689148429572,19.81448803083898,19.592027040692383
replicate_2,pos7,5,8.25,2649.25,913.8033815748554,16.723466331174148,17.60378708081527
replicate_2,pos7,6,9.75,2794.0,1058.5533815748554,19.995783155096813,15.812490593468047
replicate_2,pos7,7,11.25,2587.85,852.4033815748553,15.38252852007227,14.198097336802228
replicate_2,pos7,8,12.75,2508.100378787879,772.6537603627341,13.721024903480341,12.742546184962517
replicate_2,pos7,9,14.25,2461.0169491525426,725.570330727398,12.791842583124602,11.42955306810802
replicate_2,pos7,10,15.75,2389.123287671233,653.6766692460883,11.643159554952494,10.244428793359155
replicate_2,pos7,11,17.25,2278.1174603174604,542.6708418923156,10.354664470251928,9.17391470853062
replicate_2,pos7,12,18.75,2308.68,573.2333815748552,10.739230624773672,8.206034370128169
replicate_2,pos7,13,20.25,2228.146753246753,492.7001348216088,9.558186655879895,7.329959556135516
replicate_2,pos7,14,21.75,2178.0285714285715,442.58195300342686,8.481916227429009,6.535889124601126
replicate_2,pos7,15,23.25,2049.9764204545454,314.5298020294008,1.7529857287414967,5.814939362747641
replicate_2,pos7,16,24.75,2062.2166666666667,326.7700482415221,2.308502840430048,5.1590445998777765
replicate_2,pos7,17,26.25,1975.5247727272729,240.07815430212815,0.78125,4.560866972177301
replicate_2,pos7,18,27.75,1870.046551724138,134.5999332989934,0.78125,4.013714329903193
replicate_2,pos7,19,29.25,1914.732142857143,179.28552443199828,0.78125,3.511465368538496
replicate_2,pos7,20,30.75,1828.9597402597403,93.51312183459572,0.78125,3.0485011463139413
replicate_2,pos7,21,32.25,1727.918918918919,-7.527699506225645,0.78125,2.6196422219443427
replicate_2,pos7,22,33.75,1720.9142857142858,-14.532332710858782,0.78125,2.2200907093042295
replicate_2,pos7,23,35.25,1717.136208576998,-18.31040984814649,0.78125,1.8453766007757704
replicate_2,pos7,24,36.75,1679.6805555555557,-55.76606286958895,0.78125,1.491307758758076
replicate_2,pos7,25,38.25,1696.078386605784,-39.368231819360744,0.78125,1.1539230158647498
replicate_2,pos7,26,39.75,1769.920158450704,34.4735400255596,0.78125,0.8294478591152048
replicate_2,pos7,27,41.25,1681.9846153846154,-53.462003040529225,0.78125,0.5142522023338606
replicate_2,pos7,28,42.75,1728.664381854437,-6.782236570708051,0.78125,0.20480977433327968
replicate_2,pos7,29,44.25,1678.4741666666666,-56.97245175847797,0.78125,-0.10234133146599957
replicate_2,pos7,30,45.75,1713.3529411764705,-22.093677248674112,0.78125,-0.41063738733254096
replicate_2,pos7,31,47.25,1741.7727272727273,6.3261088475826455,0.78125,-0.7235274747356264
replicate_2,pos7,32,48.75,1768.246753246753,32.80013482160848,0.78125,-1.0445120711606093
replicate_2,pos7,33,50.25,1773.348484848485,37.901866423340266,0.78125,-1.3771822119204216
replicate_2,pos7,34,51.75,1610.395983935743,-125.05063448940166,0.78125,-1.725259665088459
replicate_2,pos8,0,0.75,2741.604938271605,1006.1583198464604,18.804156307456562,30.21355914651332
replicate_2,pos8,1,2.25,2906.6836384439357,1171.237020018791,22.498613672172542,26.752569965838735
replicate_2,pos8,2,3.75,2950.1494252873563,1214.7028068622117,23.411881497015568,23.686709061152257
replicate_2,pos8,3,5.25,2717.5015432098767,982.054924784732,18.2566652181492,20.970694489999953
replicate_2,pos8,4,6.75,2787.0,1051.5533815748554,19.836852859293717,18.56441144634903
replicate_2,pos8,5,8.25,2806.0456967213113,1070.599078296167,20.268799847334275,16.432319775672607
replicate_2,pos8,6,9.75,2729.035067873303,993.5884494481586,18.518425575425738,14.542929056409
