replicate,pos,y_bin,y_um,median_intensity,corrected_intensity
replicate_3,pos12,0,0.75,2824.551724137931,1089.1051057127866
replicate_3,pos12,1,2.25,3045.7654320987654,1310.3188136736208
replicate_3,pos12,2,3.75,2950.6666666666665,1215.220048241522
replicate_3,pos12,3,5.25,2996.2045454545455,1260.757927029401
replicate_3,pos12,4,6.75,2802.610984848485,1067.1643664233404
replicate_3,pos12,5,8.25,2942.545342588446,1207.0987241633015
replicate_3,pos12,6,9.75,2733.2380952380954,997.7914768129506
replicate_3,pos12,7,11.25,2748.662354312354,1013.2157358872098
replicate_3,pos12,8,12.75,2559.8703703703704,824.4237519452258
replicate_3,pos12,9,14.25,2514.8,779.3533815748556
replicate_3,pos12,10,15.75,2467.8520408163267,732.4054223911819
replicate_3,pos12,11,17.25,2262.327272727273,526.8806543021283
replicate_3,pos12,12,18.75,2320.18511198946,584.7384935643151
replicate_3,pos12,13,20.25,2285.0,549.5533815748554
replicate_3,pos12,14,21.75,2149.2702702702704,413.8236518451258
replicate_3,pos12,15,23.25,2004.148936170213,268.7023177450683
replicate_3,pos12,16,24.75,1959.8524620510925,224.4058436259478
replicate_3,pos12,17,26.25,1941.4,205.95338157485548
replicate_3,pos12,18,27.75,1846.904761904762,111.45814347961732
replicate_3,pos12,19,29.25,1822.9621385083715,87.51552008322699
replicate_3,pos12,20,30.75,1700.56,-34.88661842514466
replicate_3,pos12,21,32.25,1764.4193548387098,28.972736413565144
replicate_3,pos12,22,33.75,1715.1600840336134,-20.286534391531177
replicate_3,pos12,23,35.25,1714.7631578947369,-20.68346053040773
replicate_3,pos12,24,36.75,1617.090400745573,-118.3562176795715
replicate_3,pos12,25,38.25,1649.3369565217392,-86.10966190340537
replicate_3,pos12,26,39.75,1604.433962264151,-131.01265616099363
replicate_3,pos12,27,41.25,1580.0868506493507,-155.359767775794
replicate_3,pos12,28,42.75,1563.342803030303,-172.1038153948416
replicate_3,pos12,29,44.25,1665.9,-69.54661842514452
replicate_3,pos12,30,45.75,1626.1447368421052,-109.3018815830394
replicate_3,pos12,31,47.25,1692.7790476190476,-42.66757080609693
replicate_3,pos12,32,48.75,1658.2520979020978,-77.19452052304666
replicate_3,pos12,33,50.25,1699.9811320754718,-35.4654863496728
replicate_3,pos12,34,51.75,1712.7222222222222,-22.724396202922435
replicate_3,pos13,0,0.75,3097.8863636363635,1362.439745211219
replicate_3,pos13,1,2.25,3230.093023255814,1494.6464048306693
replicate_3,pos13,2,3.75,3277.6853932584268,1542.2387748332822
replicate_3,pos13,3,5.25,2942.964444444445,1207.5178260193
replicate_3,pos13,4,6.75,2972.94,1237.4933815748554
replicate_3,pos13,5,8.25,2775.0095785440612,1039.5629601189166
replicate_3,pos13,6,9.75,2732.5176158301156,997.0709974049712
replicate_3,pos13,7,11.25,2697.01394984326,961.5673314181156
replicate_3,pos13,8,12.75,2695.205194805195,959.75857638005
replicate_3,pos13,9,14.25,2585.8964237516866,850.4498053265422
replicate_3,pos13,10,15.75,2380.6071428571427,645.160524431998
replicate_3,pos13,11,17.25,2326.344827586207,590.8982091610624
replicate_3,pos13,12,18.75,2343.795918367347,608.3492999422024
replicate_3,pos13,13,20.25,2203.393800813008,467.9471823878637
replicate_3,pos13,14,21.75,2106.3333333333335,370.8867149081889
replicate_3,pos13,15,23.25,2094.2537313432836,358.80711291813896
replicate_3,pos13,16,24.75,2013.3411458333335,277.89452740818876
replicate_3,pos13,17,26.25,1952.0588235294117,216.6122051042671
replicate_3,pos13,18,27.75,1987.71875,252.2721315748554
replicate_3,pos13,19,29.25,1903.4,167.95338157485548
replicate_3,pos13,20,30.75,1872.9715198666295,137.52490144148499
replicate_3,pos13,21,32.25,1843.915254237288,108.46863581214348
replicate_3,pos13,22,33.75,1738.4576320939334,3.0110136687887916
replicate_3,pos13,23,35.25,1711.4166666666667,-24.029951758477864
replicate_3,pos13,24,36.75,1683.128205128205,-52.318413296939525
replicate_3,pos13,25,38.25,1679.5184439973173,-55.928174427827344
replicate_3,pos13,26,39.75,1698.451612903226,-36.99500552191853
replicate_3,pos13,27,41.25,1654.7575757575758,-80.68904266756886
replicate_3,pos13,28,42.75,1650.108695652174,-85.33792277297061
replicate_3,pos13,29,44.25,1686.41637207247,-49.03024635267445
replicate_3,pos13,30,45.75,1692.918918918919,-42.527699506225645
replicate_3,pos13,31,47.25,1695.84126984127,-39.6053485838745
replicate_3,pos13,32,48.75,1860.8474576271187,125.40083920197412
replicate_3,pos13,33,50.25,1785.8406193078326,50.39400088268792
replicate_3,pos13,34,51.75,1815.3561403508775,79.90952192573275
replicate_3,pos14,0,0.75,2707.6027397260273,972.1561213008827
replicate_3,pos14,1,2.25,2974.7391304347825,1239.292512009638
replicate_3,pos14,2,3.75,2967.721767594108,1232.2751491689633
replicate_3,pos14,3,5.25,2844.4601653892696,1109.0135469641252
replicate_3,pos14,4,6.75,2840.8714285714286,1105.424810146284
replicate_3,pos14,5,8.25,2753.4313725490197,1017.9847541238751
replicate_3,pos14,6,9.75,2546.4500918554804,811.003473430336
replicate_3,pos14,7,11.25,2549.7708333333335,814.3242149081889
replicate_3,pos14,8,12.75,2409.06779661017,673.6211781850252
replicate_3,pos14,9,14.25,2394.897891963109,659.4512735379647
replicate_3,pos14,10,15.75,2322.036519607843,586.5899011826984
replicate_3,pos14,11,17.25,2288.6875,553.2408815748554
replicate_3,pos14,12,18.75,2264.2006715386133,528.7540531134687
replicate_3,pos14,13,20.25,2213.357643758766,477.9110253336212
replicate_3,pos14,14,21.75,2123.315789473684,387.86917104853956
replicate_3,pos14,15,23.25,2101.2761258911496,365.829507466005
replicate_3,pos14,16,24.75,2046.8,311.35338157485535
replicate_3,pos14,17,26.25,1864.8954545454546,129.44883612031003
replicate_3,pos14,18,27.75,1823.0666666666664,87.62004824152177
replicate_3,pos14,19,29.25,1778.1479500891264,42.70133166398193
replicate_3,pos14,20,30.75,1754.7619047619048,19.31528633676021
replicate_3,pos14,21,32.25,1682.8857142857144,-52.56090413943025
replicate_3,pos14,22,33.75,1635.2064102564104,-100.24020816873428
replicate_3,pos14,23,35.25,1646.0138400187661,-89.43277840637847
replicate_3,pos14,24,36.75,1619.0431547619048,-116.40346366323979
replicate_3,pos14,25,38.25,1642.3259923175415,-93.12062610760302
replicate_3,pos14,26,39.75,1647.1764705882354,-88.27014783690925
replicate_3,pos14,27,41.25,1657.0409450766947,-78.40567334844991
replicate_3,pos14,28,42.75,1657.907738095238,-77.53888032990665
replicate_3,pos14,29,44.25,1638.5501792114696,-96.89643921367508
replicate_3,pos14,30,45.75,1695.3088803088801,-40.13773811626447
replicate_3,pos14,31,47.25,1660.1315789473683,-75.31503947777628
replicate_3,pos14,32,48.75,1708.75,-26.696618425144607
replicate_3,pos14,33,50.25,1845.4834307992203,110.03681237407568
replicate_3,pos14,34,51.75,1912.566591017678,177.11997259253337
replicate_3,pos15,0,0.75,2679.0,943.5533815748554
replicate_3,pos15,1,2.25,3054.4823529411765,1319.0357345160319
replicate_3,pos15,2,3.75,2894.714285714286,1159.2676672891412
replicate_3,pos15,3,5.25,2809.686111111111,1074.2394926859665
replicate_3,pos15,4,6.75,2787.1136363636365,1051.6670179384919
replicate_3,pos15,5,8.25,2755.1290322580644,1019.6824138329198
replicate_3,pos15,6,9.75,2597.1180613090305,861.6714428838859
replicate_3,pos15,7,11.25,2539.213333333333,803.7667149081885
replicate_3,pos15,8,12.75,2487.2954545454545,751.8488361203099
replicate_3,pos15,9,14.25,2494.775238095238,759.3286196700935
replicate_3,pos15,10,15.75,2308.2310606060605,572.7844421809159
replicate_3,pos15,11,17.25,2249.0454545454545,513.5988361203099
replicate_3,pos15,12,18.75,2185.2608695652175,449.8142511400729
replicate_3,pos15,13,20.25,2071.098765432099,335.65214700695424
replicate_3,pos15,14,21.75,2103.448275862069,368.00165743692423
replicate_3,pos15,15,23.25,1937.6458333333335,202.19921490818888
replicate_3,pos15,16,24.75,1940.004029850746,204.55741142560157
replicate_3,pos15,17,26.25,1895.66,160.21338157485548
replicate_3,pos15,18,27.75,1849.8761026463512,114.42948422120662
replicate_3,pos15,19,29.25,1778.6851851851852,43.23856676004061
replicate_3,pos15,20,30.75,1735.4,-0.04661842514451564
replicate_3,pos15,21,32.25,1678.9212962962963,-56.5253221288483
replicate_3,pos15,22,33.75,1692.5807748538014,-42.86584357134325
replicate_3,pos15,23,35.25,1690.7796610169491,-44.66695740819546
replicate_3,pos15,24,36.75,1661.659574468085,-73.7870439570595
replicate_3,pos15,25,38.25,1632.2512677484788,-103.19535067666595
replicate_3,pos15,26,39.75,1683.6753246753246,-51.77129374981996
replicate_3,pos15,27,41.25,1648.4794520547946,-86.96716637035001
replicate_3,pos15,28,42.75,1619.3934782608696,-116.05314016427496
replicate_3,pos15,29,44.25,1621.4558823529412,-113.99073607220339
replicate_3,pos15,30,45.75,1608.0162337662337,-127.43038465891084
replicate_3,pos15,31,47.25,1626.3617021276596,-109.08491629748505
replicate_3,pos15,32,48.75,1685.5632183908046,-49.88340003434007
replicate_3,pos15,33,50.25,1727.178571428571,-8.268046996573503
replicate_3,pos15,34,51.75,1769.67124382447,34.22462539932519
replicate_3,pos15,35,53.25,1816.8020833333333,81.35546490818865
replicate_3,pos16,0,0.75,2982.505042290176,1247.058423865031
replicate_3,pos16,1,2.25,3209.1023474178405,1473.655728992696
replicate_3,pos16,2,3.75,3160.9180327868853,1425.4714143617407
replicate_3,pos16,3,5.25,3102.662162162162,1367.2155437370175
replicate_3,pos16,4,6.75,2886.0692618806875,1150.6226434555429
replicate_3,pos16,5,8.25,2937.3480419194707,1201.901423494326
replicate_3,pos16,6,9.75,2739.5211178151794,1004.0744993900348
replicate_3,pos16,7,11.25,2718.723245614035,983.2766271888904
replicate_3,pos16,8,12.75,2623.030027453672,887.5834090285273
replicate_3,pos16,9,14.25,2506.829326923077,771.3827084979323
replicate_3,pos16,10,15.75,2502.400742115028,766.9541236898833
replicate_3,pos16,11,17.25,2376.392857142857,640.9462387177125
replicate_3,pos16,12,18.75,2302.2063492063494,566.7597307812048
replicate_3,pos16,13,20.25,2276.2291666666665,540.7825482415219
replicate_3,pos16,14,21.75,2213.974358974359,478.5277405492143
replicate_3,pos16,15,23.25,2107.6463693539163,372.1997509287719
replicate_3,pos16,16,24.75,2094.8902243589746,359.44360593382976
replicate_3,pos16,17,26.25,2056.36,320.9133815748555
replicate_3,pos16,18,27.75,1940.5963718820863,205.14975345694154
replicate_3,pos16,19,29.25,1959.2454545454545,223.79883612030994
replicate_3,pos16,20,30.75,1989.203014184397,253.75639575925254
replicate_3,pos16,21,32.25,1794.6349206349207,59.18830220977611
replicate_3,pos16,22,33.75,1818.897733792312,83.4511153671674
replicate_3,pos16,23,35.25,1785.3,49.85338157485535
replicate_3,pos16,24,36.75,1766.063197767145,30.61657934200059
replicate_3,pos16,25,38.25,1869.605769230769,134.15915080562456
replicate_3,pos16,26,39.75,1714.9791666666667,-20.467451758477864
replicate_3,pos16,27,41.25,1770.5547297297298,35.10811130458512
replicate_3,pos16,28,42.75,1702.0602836879432,-33.38633473720142
replicate_3,pos16,29,44.25,1663.078947368421,-72.36767105672357
replicate_3,pos16,30,45.75,1652.148148148148,-83.29847027699657
replicate_3,pos16,31,47.25,1714.6406482307464,-20.805970194398242
replicate_3,pos16,32,48.75,1696.138888888889,-39.30772953625569
replicate_3,pos16,33,50.25,1706.7534246575342,-28.69319376761041
replicate_3,pos16,34,51.75,1696.3066666666666,-39.13995175847799
replicate_3,pos17,0,0.75,2709.019077901431,973.5724594762862
replicate_3,pos17,1,2.25,2948.6096969696973,1213.1630785445525
replicate_3,pos17,2,3.75,2787.551724137931,1052.1051057127866
replicate_3,pos17,3,5.25,2670.105254237288,934.6586358121435
replicate_3,pos17,4,6.75,2454.6666666666665,719.2200482415219
replicate_3,pos17,5,8.25,2420.2713032581455,684.8246848330009
replicate_3,pos17,6,9.75,2343.782962962963,608.3363445378184
replicate_3,pos17,7,11.25,2256.186046511628,520.7394280864833
replicate_3,pos17,8,12.75,2211.5,476.0533815748554
replicate_3,pos17,9,14.25,2165.0232558139537,429.5766373888091
replicate_3,pos17,10,15.75,2075.8772727272726,340.430654302128
replicate_3,pos17,11,17.25,1950.967741935484,215.5211235103393
replicate_3,pos17,12,18.75,1899.9742424242422,164.52762399909773
replicate_3,pos17,13,20.25,1869.875,134.4283815748554
replicate_3,pos17,14,21.75,1847.0615384615385,111.61492003639387
replicate_3,pos17,15,23.25,1789.9,54.453381574855484
replicate_3,pos17,16,24.75,1773.8974358974358,38.45081747229119
replicate_3,pos17,17,26.25,1784.581818181818,49.1351997566735
replicate_3,pos17,18,27.75,1691.281038961039,-44.165579464105576
replicate_3,pos17,19,29.25,1634.1014285714286,-101.34518985371608
replicate_3,pos17,20,30.75,1583.0980392156862,-152.3485792094583
replicate_3,pos17,21,32.25,1497.5897832817336,-237.85683514341088
replicate_3,pos17,22,33.75,1478.6847826086955,-256.7618358164491
replicate_3,pos17,23,35.25,1493.241935483871,-242.20468294127363
replicate_3,pos17,24,36.75,1497.9708316909737,-237.47578673417092
replicate_3,pos17,25,38.25,1501.322033898305,-234.1245845268395
replicate_3,pos17,26,39.75,1509.9841954022988,-225.46242302284577
replicate_3,pos17,27,41.25,1524.9166666666667,-210.52995175847786
replicate_3,pos17,28,42.75,1536.874047564073,-198.57257086107154
replicate_3,pos17,29,44.25,1525.4035604508194,-210.04305797432505
replicate_3,pos17,30,45.75,1536.9402985074628,-198.50631991768182
replicate_3,pos17,31,47.25,1504.8320346320347,-230.61458379311
replicate_3,pos17,32,48.75,1545.8642533936652,-189.5823650314794
replicate_3,pos17,33,50.25,1559.9038303468683,-175.54278807827632
replicate_3,pos17,34,51.75,1534.275,-201.17161842514452
replicate_3,pos18,0,0.75,2731.923076923077,996.4764584979325
replicate_3,pos18,1,2.25,2912.139528508772,1176.6929100836273
replicate_3,pos18,2,3.75,2985.686046511628,1250.2394280864833
replicate_3,pos18,3,5.25,2815.7428571428572,1080.2962387177126
replicate_3,pos18,4,6.75,2562.6470588235293,827.2004403983847
replicate_3,pos18,5,8.25,2458.0590327169275,722.6124142917829
replicate_3,pos18,6,9.75,2418.34826974268,682.901651317535
replicate_3,pos18,7,11.25,2330.277777777778,594.8311593526332
replicate_3,pos18,8,12.75,2240.056739811912,504.61012138676756
replicate_3,pos18,9,14.25,2294.694382647386,559.2477642222414
replicate_3,pos18,10,15.75,2156.625,421.1783815748554
replicate_3,pos18,11,17.25,2217.1666666666665,481.7200482415219
replicate_3,pos18,12,18.75,2075.260348583878,339.8137301587333
replicate_3,pos18,13,20.25,2077.781539030707,342.33492060556205
replicate_3,pos18,14,21.75,1977.7608695652175,242.31425114007277
replicate_3,pos18,15,23.25,1920.462962962963,185.01634453781844
replicate_3,pos18,16,24.75,1909.0263986013983,173.57978017625373
replicate_3,pos18,17,26.25,1845.5409836065571,110.09436518141251
replicate_3,pos18,18,27.75,1741.7837837837835,6.337165358638913
replicate_3,pos18,19,29.25,1694.840909090909,-40.6057093342356
replicate_3,pos18,20,30.75,1639.1639344262296,-96.28268399891499
replicate_3,pos18,21,32.25,1587.4719101123596,-147.97470831278497
replicate_3,pos18,22,33.75,1546.8383940620784,-188.60822436306637
replicate_3,pos18,23,35.25,1532.6363636363635,-202.8102547887811
replicate_3,pos18,24,36.75,1533.24,-202.2066184251446
replicate_3,pos18,25,38.25,1542.418548387097,-193.02807003804776
replicate_3,pos18,26,39.75,1556.1968177855276,-179.24980063961698
replicate_3,pos18,27,41.25,1589.6875,-145.7591184251446
replicate_3,pos18,28,42.75,1530.5459494773518,-204.90066894779272
replicate_3,pos18,29,44.25,1487.4948979591836,-247.951720465961
replicate_3,pos18,30,45.75,1511.294251447477,-224.15236697766738
replicate_3,pos18,31,47.25,1520.4242424242425,-215.0223760009021
replicate_3,pos18,32,48.75,1660.7418935321657,-74.70472489297879
replicate_3,pos18,33,50.25,1655.9714285714283,-79.4751898537163
replicate_3,pos18,34,51.75,1618.5384615384614,-116.90815688668317
replicate_3,pos19,0,0.75,3016.458333333333,1281.0117149081887
replicate_3,pos19,1,2.25,3282.3617021276596,1546.915083702515
replicate_3,pos19,2,3.75,3101.375,1365.9283815748554
replicate_3,pos19,3,5.25,2965.8253968253966,1230.378778400252
replicate_3,pos19,4,6.75,2883.775,1148.3283815748555
replicate_3,pos19,5,8.25,2838.017857142857,1102.5712387177125
replicate_3,pos19,6,9.75,2821.1521739130435,1085.705555487899
replicate_3,pos19,7,11.25,2739.391304347826,1003.9446859226814
replicate_3,pos19,8,12.75,2566.96316262354,831.5165441983954
replicate_3,pos19,9,14.25,2495.346153846154,759.8995354210092
replicate_3,pos19,10,15.75,2393.480769230769,658.0341508056244
replicate_3,pos19,11,17.25,2414.2595652173914,678.8129467922467
replicate_3,pos19,12,18.75,2303.0118827160495,567.5652642909049
replicate_3,pos19,13,20.25,2302.1391990758566,566.692580650712
replicate_3,pos19,14,21.75,2340.1916666666666,604.745048241522
replicate_3,pos19,15,23.25,2193.2251984126983,457.7785799875537
replicate_3,pos19,16,24.75,2073.1891093786912,337.7424909535466
replicate_3,pos19,17,26.25,2003.7025691699605,268.2559507448158
replicate_3,pos19,18,27.75,2008.2615207373274,272.8149023121829
replicate_3,pos19,19,29.25,1913.530612244898,178.08399381975346
replicate_3,pos19,20,30.75,1888.1777777777777,152.73115935263309
replicate_3,pos19,21,32.25,1859.75,124.3033815748554
replicate_3,pos19,22,33.75,1832.8581730769233,97.4115546517786
replicate_3,pos19,23,35.25,1818.764705882353,83.31808745720832
replicate_3,pos19,24,36.75,1857.4044943820224,121.95787595687784
replicate_3,pos19,25,38.25,1759.3930555555555,23.946437130410914
replicate_3,pos19,26,39.75,1727.644927536232,-7.801690888912731
replicate_3,pos19,27,41.25,1739.5592760180996,4.1126575929549745
replicate_3,pos19,28,42.75,1745.529926595144,10.083308169999327
replicate_3,pos19,29,44.25,1804.4310344827584,68.98441605761377
replicate_3,pos19,30,45.75,1758.4468085106382,23.000190085493614
replicate_3,pos19,31,47.25,1704.8877306903623,-30.558887734782388
replicate_3,pos19,32,48.75,1702.2991309223437,-33.147487502800914
replicate_3,pos19,33,50.25,1742.7050751879701,7.2584567628254035
replicate_3,pos19,34,51.75,1670.6009642654567,-64.84565415968802
replicate_3,pos20,0,0.75,2995.7844632768365,1260.3378448516917
replicate_3,pos20,1,2.25,3254.101694915254,1518.6550764901094
replicate_3,pos20,2,3.75,3169.7261235955057,1434.279505170361
replicate_3,pos20,3,5.25,3095.5227272727275,1360.0761088475829
replicate_3,pos20,4,6.75,2961.5593434343436,1226.1127250091988
replicate_3,pos20,5,8.25,2920.4927536231885,1185.0461351980439
replicate_3,pos20,6,9.75,2795.205708245243,1059.7590898200986
replicate_3,pos20,7,11.25,2534.723404255319,799.2767858301745
replicate_3,pos20,8,12.75,2525.0221878224975,789.5755693973529
replicate_3,pos20,9,14.25,2517.2608695652175,781.8142511400729
replicate_3,pos20,10,15.75,2358.0599206349207,622.6133022097761
replicate_3,pos20,11,17.25,2359.8076923076924,624.3610738825478
replicate_3,pos20,12,18.75,2417.7852526439483,682.3386342188037
replicate_3,pos20,13,20.25,2334.2368421052633,598.7902236801187
replicate_3,pos20,14,21.75,2190.2580645161293,454.81144609098465
replicate_3,pos20,15,23.25,2195.9108658743635,460.46424744921865
replicate_3,pos20,16,24.75,2119.6285162713734,384.1818978462288
replicate_3,pos20,17,26.25,1955.962962962963,220.51634453781844
replicate_3,pos20,18,27.75,1995.8947368421052,260.4481184169606
replicate_3,pos20,19,29.25,1879.5956918800875,144.14907345494282
replicate_3,pos20,20,30.75,1889.6831485587584,154.23653013361377
replicate_3,pos20,21,32.25,1823.8026315789473,88.35601315380268
replicate_3,pos20,22,33.75,1764.2857142857142,28.839095860569614
replicate_3,pos20,23,35.25,1755.6944444444443,20.247826019299737
replicate_3,pos20,24,36.75,1780.6120533695162,45.16543494437144
replicate_3,pos20,25,38.25,1778.5666666666666,43.120048241522
replicate_3,pos20,26,39.75,1728.341463414634,-7.105155010510543
replicate_3,pos20,27,41.25,1766.1541028980787,30.707484472934198
replicate_3,pos20,28,42.75,1742.8551020408163,7.408483615671798
replicate_3,pos20,29,44.25,1686.15625,-49.29036842514461
replicate_3,pos20,30,45.75,1724.962638076673,-10.483980348471391
replicate_3,pos20,31,47.25,1699.6666666666667,-35.779951758477864
replicate_3,pos20,32,48.75,1719.9110389610391,-15.53557946410558
replicate_3,pos20,33,50.25,1851.7671232876712,116.3205048625266
replicate_3,pos20,34,51.75,1884.4714285714285,149.02481014628393
replicate_5,pos0,0,0.75,1638.26,-97.18661842514462
replicate_5,pos0,1,2.25,1776.601612903226,41.15499447808122
replicate_5,pos0,2,3.75,1856.5125707102452,121.0659522851006
replicate_5,pos0,3,5.25,1989.2341549295775,253.78753650443286
replicate_5,pos0,4,6.75,2001.0731707317073,265.62655230656264
replicate_5,pos0,5,8.25,1941.5757575757575,206.1291391506129
replicate_5,pos0,6,9.75,1883.299612086566,147.85299366142135
replicate_5,pos0,7,11.25,1885.7777777777776,150.331159352633
replicate_5,pos0,8,12.75,1811.435483870968,75.98886544582342
replicate_5,pos0,9,14.25,1763.421052631579,27.974434206434353
replicate_5,pos0,10,15.75,1732.6977591036416,-2.7488593215031187
replicate_5,pos0,11,17.25,1623.878048780488,-111.56856964465669
replicate_5,pos0,12,18.75,1661.3207547169811,-74.12586370816348
replicate_5,pos0,13,20.25,1588.1742917616411,-147.27232666350346
replicate_5,pos0,14,21.75,1560.974358974359,-174.4722594507857
replicate_5,pos0,15,23.25,1458.1267605633802,-277.3198578617644
replicate_5,pos0,16,24.75,1415.1914893617022,-320.2551290634424
replicate_5,pos0,17,26.25,1476.8461538461538,-258.6004645789908
replicate_5,pos0,18,27.75,1517.1313131313132,-218.31530529383144
replicate_5,pos0,19,29.25,1531.5194936315627,-203.92712479358192
replicate_5,pos0,20,30.75,1489.9092592592592,-245.5373591658855
replicate_5,pos0,21,32.25,1473.854899118038,-261.5917193071066
replicate_5,pos0,22,33.75,1448.7586206896551,-286.6879977354895
replicate_5,pos0,23,35.25,1472.1500807907992,-263.2965376343453
replicate_5,pos0,24,36.75,1488.2822931785197,-247.1643252466249
replicate_5,pos0,25,38.25,1420.8125,-314.6341184251446
replicate_5,pos0,26,39.75,1422.9391869651085,-312.50743146003595
replicate_5,pos0,27,41.25,1523.52688172043,-211.91973670471452
replicate_5,pos0,28,42.75,1401.192,-334.2546184251446
replicate_5,pos0,29,44.25,1363.9615982587065,-371.48502016643806
replicate_5,pos0,30,45.75,1342.5580652790918,-392.8885531460527
replicate_5,pos0,31,47.25,1181.611111111111,-553.8355073140335
replicate_5,pos0,32,48.75,1093.667614848528,-641.7790035766167
replicate_5,pos0,33,50.25,1034.813018578644,-700.6335998465007
replicate_5,pos0,34,51.75,980.620253164557,-754.8263652605876
replicate_5,pos1,0,0.75,2082.9797979797977,347.5331795546533
replicate_5,pos1,1,2.25,2200.9310344827586,465.484416057614
replicate_5,pos1,2,3.75,2207.118824110672,471.6722056855274
replicate_5,pos1,3,5.25,2297.1428571428573,561.6962387177127
replicate_5,pos1,4,6.75,2299.8823529411766,564.435734516032
replicate_5,pos1,5,8.25,2180.2918126791974,444.84519425405256
replicate_5,pos1,6,9.75,2091.818181818182,356.3715633930374
replicate_5,pos1,7,11.25,1983.3478260869565,247.9012076618119
replicate_5,pos1,8,12.75,1912.807714123653,177.3610956985084
replicate_5,pos1,9,14.25,1831.9027777777776,96.456159352633
replicate_5,pos1,10,15.75,1880.1741814278046,144.72756300265996
replicate_5,pos1,11,17.25,1830.1774774774774,94.73085905233279
replicate_5,pos1,12,18.75,1715.1801839464883,-20.266434478656265
replicate_5,pos1,13,20.25,1665.493670886076,-69.95294753906865
replicate_5,pos1,14,21.75,1665.8964386129335,-69.55017981221113
replicate_5,pos1,15,23.25,1675.5113636363635,-59.935254788781094
replicate_5,pos1,16,24.75,1625.8608193277312,-109.58579909741343
replicate_5,pos1,17,26.25,1585.900900900901,-149.54571752424363
replicate_5,pos1,18,27.75,1505.0967741935483,-230.3498442315963
replicate_5,pos1,19,29.25,1497.0967741935483,-238.3498442315963
replicate_5,pos1,20,30.75,1431.8682864450127,-303.5783319801319
replicate_5,pos1,21,32.25,1423.8409772989612,-311.6056411261834
replicate_5,pos1,22,33.75,1416.7808908045977,-318.66572762054693
replicate_5,pos1,23,35.25,1428.1544715447155,-307.2921468804291
replicate_5,pos1,24,36.75,1431.6077286503833,-303.83888977476136
replicate_5,pos1,25,38.25,1356.2666666666669,-379.1799517584777
replicate_5,pos1,26,39.75,1402.7232142857142,-332.7234041394304
replicate_5,pos1,27,41.25,1425.4059595959595,-310.0406588291851
replicate_5,pos1,28,42.75,1466.0877018089864,-269.3589166161581
replicate_5,pos1,29,44.25,1460.9403973509934,-274.5062210741512
replicate_5,pos1,30,45.75,1373.9130434782608,-361.53357494688385
replicate_5,pos1,31,47.25,1282.8953488372092,-452.5512695879354
replicate_5,pos1,32,48.75,1175.7332189168574,-559.7133995082874
replicate_5,pos1,33,50.25,1022.6781172584642,-712.7685011666804
replicate_5,pos1,34,51.75,1114.3098591549297,-621.136759270215
replicate_5,pos10,0,0.75,2305.413377192983,569.966758767838
replicate_5,pos10,1,2.25,2460.9949443882706,725.5483259631262
replicate_5,pos10,2,3.75,2484.195652173913,748.7490337487684
replicate_5,pos10,3,5.25,2409.6990291262136,674.252410701069
replicate_5,pos10,4,6.75,2256.797311827957,521.3506934028126
replicate_5,pos10,5,8.25,2208.588785046729,473.14216662158424
replicate_5,pos10,6,9.75,2040.928571428571,305.4819530034265
replicate_5,pos10,7,11.25,1982.1793801119243,246.73276168677967
replicate_5,pos10,8,12.75,1919.5454545454545,184.0988361203099
replicate_5,pos10,9,14.25,1805.156626506024,69.71000808087933
replicate_5,pos10,10,15.75,1778.3538181818183,42.90719975667366
replicate_5,pos10,11,17.25,1723.8268212951432,-11.619797130001416
replicate_5,pos10,12,18.75,1607.5796296296298,-127.86698879551489
replicate_5,pos10,13,20.25,1619.1303614835724,-116.31625694157208
replicate_5,pos10,14,21.75,1615.1851851851852,-120.2614332399595
replicate_5,pos10,15,23.25,1579.028531983433,-156.41808644171158
replicate_5,pos10,16,24.75,1534.0632911392406,-201.383327285904
replicate_5,pos10,17,26.25,1557.6038074712644,-177.8428109538802
replicate_5,pos10,18,27.75,1610.3023255813953,-125.14429284374933
replicate_5,pos10,19,29.25,1560.0511326860842,-175.39548573906052
replicate_5,pos10,20,30.75,1569.3215369059658,-166.12508151917893
replicate_5,pos10,21,32.25,1550.712641882745,-184.73397654239966
replicate_5,pos10,22,33.75,1507.6647727272725,-227.78184569787197
replicate_5,pos10,23,35.25,1556.258064516129,-179.18855390901558
replicate_5,pos10,24,36.75,1628.6963427377218,-106.75027568742269
replicate_5,pos10,25,38.25,1580.4619656980362,-154.98465272710837
replicate_5,pos10,26,39.75,1590.9214285714286,-144.52518985371603
replicate_5,pos10,27,41.25,1529.8636363636365,-205.58298206150812
replicate_5,pos10,28,42.75,1478.7450980392157,-256.7015203859289
replicate_5,pos10,29,44.25,1397.178947368421,-338.26767105672366
replicate_5,pos10,30,45.75,1380.9716981132076,-354.474920311937
replicate_5,pos10,31,47.25,1351.7373737373737,-383.70924468777093
replicate_5,pos10,32,48.75,1226.5536480686694,-508.8929703564752
replicate_5,pos10,33,50.25,1073.7128704726538,-661.7337479524907
replicate_5,pos10,34,51.75,921.7526004728134,-813.6940179523313
replicate_5,pos11,0,0.75,2605.558806262231,870.1121878370864
replicate_5,pos11,1,2.25,2709.5405405405404,974.0939221153958
replicate_5,pos11,2,3.75,2705.2842105263157,969.8375921011711
