replicate,pos,c_max,L,A,r2,rmse,status,r0
replicate_2,pos0,37.46965514951885,43.75000000000001,0.0007456531969544023,0.9218239752566283,3.2920540055982843,success,36.62111456128572
replicate_2,pos1,32.28355157555667,45.25000000000001,0.00889189028650202,0.8802901187917036,2.8247961459893607,success,10.604811473266512
replicate_2,pos2,34.08210754310734,46.07421785045139,1.0000000000017915e-12,0.9673561545679457,1.646483735314543,success,999999.9999991043
replicate_2,pos3,39.1138953941886,48.64765981959085,1.00000189390369e-12,0.9767383467634944,1.5034251220076595,success,999999.0530495
replicate_2,pos4,38.565418551047266,43.75000000000001,0.0012525031047646757,0.9462300408149172,2.66840292568572,success,28.255994310813136
replicate_2,pos5,34.72433123979337,45.25000000000001,0.0003118562139991252,0.9127419350371311,3.336947193940848,success,56.62690153737971
replicate_2,pos6,35.89564759903735,45.25000000000001,1.0000001154254923e-12,0.9662604112185182,1.9184064786762098,success,999999.9422872589
replicate_2,pos7,34.70511064474114,43.7500000000029,0.00018999028511544494,0.9178707581982679,3.1365056128075315,success,72.54947979739694
replicate_2,pos8,36.21987830643418,45.25000000000028,0.0010119876624637176,0.9400489399941564,2.684795937913411,success,31.434922289043367
replicate_2,pos9,37.101502198179304,45.25000000000001,0.0006551616097372539,0.9671872484070342,1.9823697928539237,success,39.06841383327738
replicate_3,pos10,35.09878554382424,43.75000000000001,0.003995534796419572,0.8804672793061095,3.475165909288714,success,15.820220829806733
replicate_3,pos11,38.224741569552464,43.75000000000001,0.0013763227940230996,0.9235159092568589,3.212114032921875,success,26.95503181360044
replicate_3,pos12,37.21794687904806,43.750000000000036,0.0006716834228649778,0.9218751526916636,3.2747308613439805,success,38.58492718149457
replicate_3,pos13,36.97822130652191,43.750000000000036,0.00024512903593523354,0.9535896723797043,2.443506294022913,success,63.870839053939164
replicate_3,pos14,35.95052233852832,43.75000000000001,0.0007693291185157052,0.9229528113470935,3.12344863534107,success,36.05320805360327
replicate_3,pos15,37.65572740584296,45.25000000000001,0.0014653396472208628,0.9161680330537394,3.319407771947815,success,26.12346914216155
replicate_3,pos16,36.07775110414952,45.939410700164174,1.0000009802394005e-12,0.9648163336506054,1.8171207114162735,success,999999.5098806601
replicate_3,pos17,37.875623477308665,43.750000000001236,0.0039074410604706495,0.9402729748776908,2.532236032152708,success,15.997561265840472
replicate_3,pos18,36.651063088335,43.75000000000001,0.0020786349349491253,0.910525527569034,3.2582757677614334,success,21.933648985485085
replicate_3,pos19,35.835389075331335,46.36202362255364,1.0000000008263409e-12,0.9758169312811347,1.4743574464372382,success,999999.9995868297
replicate_3,pos20,36.083865909009916,44.965840317318246,1.0000002616396263e-12,0.9716668749041949,1.660352897032335,success,999999.8691802125
