replicate,pos,y_bin,y_um,median_intensity,corrected_intensity,concentration,fitted_concentration
replicate_5,pos3,12,18.75,349.875,188.5454039890379,41.147204396033146,37.63639957074344
replicate_5,pos3,13,20.25,336.2317073170732,174.9021113061111,38.504005099047234,36.41042754354307
replicate_5,pos3,14,21.75,308.83333333333337,147.50373732237128,34.69588121719583,35.20006195096047
replicate_5,pos3,15,23.25,300.8994435612083,139.5698475502462,33.81669490580739,34.004783999541175
replicate_5,pos3,16,24.75,294.09538375973307,132.76578774877098,33.09945301289887,32.824081362777136
replicate_5,pos3,17,26.25,257.94878296146044,96.6191869504984,29.230025975355634,31.657447961510652
replicate_5,pos3,18,27.75,246.1038961038961,84.77430009293403,27.744136743466466,30.504383747015883
replicate_5,pos3,19,29.25,251.55357142857144,90.22397541760938,28.44838926170083,29.36439448666534
replicate_5,pos3,20,30.75,253.58536585365857,92.25576984269652,28.701724880275997,28.23699155208914
replicate_5,pos3,21,32.25,247.58846153846153,86.25886552749947,27.939672662990194,27.121691709736556
replicate_5,pos3,22,33.75,237.19138321995464,75.86178720899258,26.508735430934397,26.01801691374973
replicate_5,pos3,23,35.25,220.1148558758315,58.78525986486942,23.831202377402555,24.92549410106118
replicate_5,pos3,24,36.75,221.85365853658536,60.52406252562329,24.122618212697205,23.84365498862686
replicate_5,pos3,25,38.25,215.22033898305085,53.89074297208879,22.9889018020526,22.7720358727082
replicate_5,pos3,26,39.75,210.50636792452832,49.176771913566256,22.148227665913886,21.710177430116868
replicate_5,pos3,27,41.25,205.88059701492537,44.55100100396331,21.297138276252163,20.657624521337194
replicate_5,pos3,28,42.75,213.34943316013224,52.0198371491702,22.658606888210002,19.613925995441793
replicate_5,pos3,29,44.25,202.67744755244755,41.3478515414855,20.693855099303065,18.578634496716823
replicate_5,pos3,30,45.75,210.5,49.170403989037936,22.147073343128476,17.55130627291395
replicate_5,pos3,31,47.25,216.25352112676055,54.92392511579848,23.16935776220437,16.53150098504687
replicate_5,pos3,32,48.75,234.33939628482972,73.00980027386764,26.09028899799589,15.518781518650796
replicate_5,pos3,33,50.25,252.025974025974,90.69637801501192,28.5077236111344,14.512713796424123
replicate_5,pos4,0,0.75,274.8588235294118,113.52922751844972,31.112572863102198,49.22981577381658
replicate_5,pos4,1,2.25,310.87142857142857,149.5418325604665,34.93236816471686,47.7974435368105
replicate_5,pos4,2,3.75,356.8979591836735,195.56836317271143,42.639333069290096,46.39879034914281
replicate_5,pos4,3,5.25,352.77025089605735,191.44065488509528,41.75471232056306,45.03286952089135
replicate_5,pos4,4,6.75,344.8510638297872,183.52146781882516,40.11782527249952,43.69871745341171
replicate_5,pos4,5,8.25,345.5432098765432,184.21361386558112,40.25780158476167,42.39539295955952
replicate_5,pos4,6,9.75,338.881045751634,177.55144974067193,38.97212564686158,41.1219765997234
replicate_5,pos4,7,11.25,343.8262987012987,182.49670269033663,39.91191644504019,39.87757003319958
replicate_5,pos4,8,12.75,363.6928696668615,202.36327365589943,44.14429836493022,38.661295384451
replicate_5,pos4,9,14.25,357.4440816326531,196.11448562169105,42.758028809165374,37.4722946238038
replicate_5,pos4,10,15.75,311.1047619047619,149.77516589379985,34.95977339607771,36.309728962144035
replicate_5,pos4,11,17.25,278.13614457831324,116.80654856735116,31.455849233925036,35.17277825918799
replicate_5,pos4,12,18.75,304.3181818181818,142.98858580721975,34.188436845322606,34.060640444908245
replicate_5,pos4,13,20.25,303.9853896103896,142.65579359942754,34.151824676084615,32.97253095370762
replicate_5,pos4,14,21.75,285.4852941176471,124.155698106685,32.2136452667867,31.907682170941825
replicate_5,pos4,15,23.25,252.16892857142855,90.83933256046647,28.525626779652214,30.86534289140014
replicate_5,pos4,16,24.75,258.16958041958037,96.83998440861834,29.256214529762897,29.84477778936231
replicate_5,pos4,17,26.25,252.4850746268657,91.15547861590362,28.565134418924114,28.845266899857805
replicate_5,pos4,18,27.75,243.67307692307693,82.34348091211487,27.417790578765196,27.86610511076127
replicate_5,pos4,19,29.25,235.04381547139403,73.71421946043198,26.194707763497895,26.906601665366225
replicate_5,pos4,20,30.75,228.4350311850312,67.10543517406914,25.187359735888318,25.966079675085705
replicate_5,pos4,21,32.25,224.11428571428573,62.784689703323664,24.49521781451686,25.043875641936395
replicate_5,pos4,22,33.75,222.04545454545453,60.71585853449247,24.15450668031577,24.139338990469223
replicate_5,pos4,23,35.25,215.56363636363636,54.2340403526743,23.049017210898665,23.251831608816218
replicate_5,pos4,24,36.75,211.7792207792208,50.44962476825873,22.37796583528082,22.380727398529938
replicate_5,pos4,25,38.25,204.58333333333337,43.25373732237131,21.054120968549523,21.52541183289782
replicate_5,pos4,26,39.75,210.39420062695925,49.06460461599718,22.127887755386933,20.685281523419913
replicate_5,pos4,27,41.25,209.703125,48.373528989037936,22.002236789566634,19.85974379414412
replicate_5,pos4,28,42.75,206.26231017027152,44.93271415930944,21.368294769351717,19.0482162635587
replicate_5,pos4,29,44.25,210.156746031746,48.82715002078396,22.08477865815174,18.25012643374706
replicate_5,pos4,30,45.75,213.59459459459455,52.26499858363249,22.702143696097142,17.46491128651499
replicate_5,pos4,31,47.25,221.54237288135593,60.21277687039387,24.070754598316434,16.692016886205444
replicate_5,pos4,32,48.75,215.8957080371788,54.56611202621674,23.10702033390456,15.930897988920655
replicate_5,pos4,33,50.25,223.29162404092068,61.96202802995863,24.360451603849206,15.181017657875916
replicate_5,pos5,0,0.75,258.9078947368421,97.57829872588002,29.34342036971856,41.40641481408843
replicate_5,pos5,1,2.25,290.6363636363636,129.30676762540156,32.742154795078726,40.446928371649705
replicate_5,pos5,2,3.75,301.20461460446245,139.8750185935004,33.84950887857758,39.48744192930212
replicate_5,pos5,3,5.25,314.85185185185185,153.52225584088978,35.4101092527504,38.5279554870435
replicate_5,pos5,4,6.75,332.138249199329,170.80865318836692,37.82409897065565,37.568469044871684
replicate_5,pos5,5,8.25,338.6126723913609,177.28307638039885,38.92363756874828,36.608982602784515
replicate_5,pos5,6,9.75,321.078431372549,159.74883536158694,36.20789142913528,35.649496160779826
replicate_5,pos5,7,11.25,299.343300110742,138.01370409977991,33.65036295461486,34.69000971885546
replicate_5,pos5,8,12.75,273.719298245614,112.38970223465196,30.992047148250094,33.73052327700925
replicate_5,pos5,9,14.25,266.10714285714283,104.77754684618075,30.16649708971386,32.77103683523903
replicate_5,pos5,10,15.75,265.56140350877195,104.23180749780988,30.105703931111137,31.811550393542657
replicate_5,pos5,11,17.25,265.1764705882353,103.84687457727324,30.06267760954594,30.852063951917952
replicate_5,pos5,12,18.75,267.51785714285717,106.1882611318951,30.32255230345223,29.89257751036275
replicate_5,pos5,13,20.25,284.0311688311688,122.70157282020676,32.064472667589975,28.933091068874912
replicate_5,pos5,14,21.75,259.5678571428572,98.23826113189509,29.420902912761626,27.97360462745225
replicate_5,pos5,15,23.25,247.09302325581396,85.7634272448519,27.87473075964217,27.01411818609262
replicate_5,pos5,16,24.75,258.8333333333333,97.50373732237124,29.334638869357356,26.054631744793852
replicate_5,pos5,17,26.25,241.16,79.83040398903793,27.072142373950303,25.09514530355379
replicate_5,pos5,18,27.75,219.6201241134752,58.290528102513136,23.74752889864242,24.135658862370267
replicate_5,pos5,19,29.25,213.36921353907417,52.03961752811212,22.66212240310951,23.17617242124112
replicate_5,pos5,20,30.75,202.71875,41.389153989037936,20.701702081409387,22.21668598016419
replicate_5,pos5,21,32.25,198.34273504273503,37.01313903177298,19.849797965202825,21.25719953913732
replicate_5,pos5,22,33.75,202.7926948051948,41.463098794232735,20.71574641485758,20.297713098158336
replicate_5,pos5,23,35.25,194.55,33.22040398903795,18.721661306429656,19.338226657225093
replicate_5,pos5,24,36.75,189.44736842105263,28.117772410090566,16.619310635432697,18.37874021633541
replicate_5,pos5,25,38.25,187.10256410256412,25.772968091602053,15.554316257315083,17.419253775487142
replicate_5,pos5,26,39.75,187.8679245283019,26.538328517339835,15.904209829122792,16.459767334678116
replicate_5,pos5,27,41.25,194.16666666666663,32.837070655704565,18.581876712774694,15.500280893906178
replicate_5,pos5,28,42.75,191.42,30.090403989037924,17.4829680648013,14.54079445316916
replicate_5,pos5,29,44.25,188.22222222222223,26.892626211260165,16.06568208643985,13.581308012464907
replicate_5,pos5,30,45.75,191.0727272727273,29.743131261765228,17.33434065483935,12.621821571791253
replicate_5,pos5,31,47.25,193.87107843137255,32.5414824204105,18.47148374622139,11.662335131146033
replicate_5,pos5,32,48.75,198.48611111111111,37.15651510014905,19.881671026715154,10.702848690527091
replicate_5,pos5,33,50.25,203.4868421052632,42.1572460943011,20.84731371056958,9.743362249932265
replicate_5,pos6,0,0.75,312.23809523809524,150.90849922713318,35.093905240837124,46.40531445794509
replicate_5,pos6,1,2.25,351.7076923076923,190.37809629673023,41.53052637201429,44.87960208184224
replicate_5,pos6,2,3.75,359.7818181818182,198.45222217085615,43.27055164837468,43.39903295292789
replicate_5,pos6,3,5.25,357.64473684210526,196.3151408311432,42.80173785936893,41.96211780447356
replicate_5,pos6,4,6.75,374.210729746444,212.88113373548197,46.59870495602419,40.56741128017649
replicate_5,pos6,5,8.25,367.41526904262753,206.08567303166544,44.99522728472347,39.21351048031251
replicate_5,pos6,6,9.75,348.62338362068965,187.2937876097276,40.887837399884745,37.89905355059497
replicate_5,pos6,7,11.25,315.14285714285717,153.8132611318951,35.445942567496196,36.622718312320345
replicate_5,pos6,8,12.75,304.5101317122594,143.18053570129732,34.20959935237057,35.383220932422276
replicate_5,pos6,9,14.25,297.7368421052632,136.40724609430112,33.480240804589286,34.179314632096705
replicate_5,pos6,10,15.75,285.66037735849056,124.3307813475285,32.23159631028901,33.009788432698855
replicate_5,pos6,11,17.25,263.2931034482759,101.9635074373138,29.850353558628683,31.873465937650693
replicate_5,pos6,12,18.75,252.3867924528302,91.05719644186811,28.552865030282316,30.76920414913361
replicate_5,pos6,13,20.25,239.75328947368425,78.42369346272214,26.874923656909054,29.69589231837604
replicate_5,pos6,14,21.75,252.325641025641,90.99604501467896,28.545225260791327,28.65245082837965
replicate_5,pos6,15,23.25,232.76470588235293,71.43510987139086,25.85432542284874,27.63783010796011
replicate_5,pos6,16,24.75,238.23162431941924,76.90202830845718,26.658522125185975,26.6510095760102
replicate_5,pos6,17,26.25,217.5904306220095,56.260834611047486,23.40077305579975,25.690996614923296
replicate_5,pos6,18,27.75,213.69701575020724,52.36741973924518,22.720309435138617,24.756825572144642
replicate_5,pos6,19,29.25,206.5378787878788,45.20828277691672,21.41956398236223,23.847556788846088
replicate_5,pos6,20,30.75,209.53010033444815,48.200504323486115,21.97068800570037,22.962275654747206
replicate_5,pos6,21,32.25,207.8947368421053,46.565140831143225,21.670757743500033,22.100091688132167
replicate_5,pos6,22,33.75,209.3909543325527,48.06135832159063,21.94529070099292,21.26013764013687
replicate_5,pos6,23,35.25,206.88125548726953,45.551659476307464,21.483329962995715,20.44156862240542
replicate_5,pos6,24,36.75,207.44262295081967,46.113026939857605,21.587290866595865,19.643561257238506
replicate_5,pos6,25,38.25,206.71428571428572,45.384689703323644,21.452339752689102,18.86531284937876
replicate_5,pos6,26,39.75,200.24444444444444,38.914848433482376,20.22864175975383,18.106040578600055
replicate_5,pos6,27,41.25,197.32290926320775,35.9933132522457,19.59818082477628,17.364980712288613
replicate_5,pos6,28,42.75,201.0217391304348,39.692143119472746,20.377891984182913,16.641387837223853
replicate_5,pos6,29,44.25,201.67170671085336,40.34211069989128,20.502248754893746,15.934534109786238
replicate_5,pos6,30,45.75,203.7741935483871,42.44459753742504,20.901632370959497,15.24370852383792
replicate_5,pos6,31,47.25,208.45689655172413,47.12730054076208,21.77421210399847,14.568216195539838
replicate_5,pos6,32,48.75,212.6158064516129,51.286210440650834,22.52787199376333,13.90737766438575
replicate_5,pos6,33,50.25,216.4754098360656,55.145813825103545,23.2079300379063,13.260528209750257
replicate_5,pos6,34,51.75,229.70506535947715,68.37546934851507,25.38576857770341,12.627017182263272
replicate_5,pos7,0,0.75,300.6,139.27040398903796,33.784561009273034,73.89480714147747
replicate_5,pos7,1,2.25,343.2270381836945,181.89744217273247,39.79315148868666,70.10172344559841
replicate_5,pos7,2,3.75,387.0194444444445,225.6898484334824,49.805460002212804,66.50098793584537
replicate_5,pos7,3,5.25,420.84615384615387,259.5165578351918,59.56575777660328,63.08272075606112
replicate_5,pos7,4,6.75,424.7673801369863,263.4377841260242,60.83121555584102,59.83754271470216
replicate_5,pos7,5,8.25,448.7317073170732,287.4021113061111,69.24882293909613,56.75654954980128
replicate_5,pos7,6,9.75,408.1333333333333,246.8037373223713,55.66260640934483,53.8312874970627
replicate_5,pos7,7,11.25,363.3809523809524,202.05135636999032,44.07385722024714,51.05373009405254
replicate_5,pos7,8,12.75,369.1754385964912,207.8458425855291,45.40428634006205,48.416256156838806
replicate_5,pos7,9,14.25,384.4318181818182,223.10222217085612,49.137535320191446,45.911628868652315
replicate_5,pos7,10,15.75,348.6680652680653,187.3384692571032,40.89706300599705,43.532975923191245
replicate_5,pos7,11,17.25,316.609756097561,155.28016008659893,35.6286099578435,41.27377066808536
replicate_5,pos7,12,18.75,312.140350877193,150.81075486623092,35.08226900048562,39.1278141967808
replicate_5,pos7,13,20.25,298.51050420168065,137.1809081907186,33.56198301970707,37.089218339708054
replicate_5,pos7,14,21.75,306.2530120481928,144.9234160372307,34.40333523223727,35.152389508063905
replicate_5,pos7,15,23.25,283.88397129186603,122.55437528090395,32.04936093123569,33.31201334587688
replicate_5,pos7,16,24.75,273.74897400820794,112.41937799724587,30.995194474751607,31.563040148244035
replicate_5,pos7,17,26.25,250.1190476190476,88.78945160808556,28.266571663908795,29.900671005729063
replicate_5,pos7,18,27.75,254.25,92.92040398903794,28.78355765943254,28.320344636903773
replicate_5,pos7,19,29.25,236.54545454545453,75.21585853449247,26.41496580535629,26.817724872903984
replicate_5,pos7,20,30.75,229.60060240963855,68.27100639867649,25.369535707307474,25.388688759658994
replicate_5,pos7,21,32.25,225.93051811919736,64.6009221082353,24.789378764209506,24.029315245149256
replicate_5,pos7,22,33.75,218.47272727272727,57.143131261765205,23.55218924672826,22.735874420651662
replicate_5,pos7,23,35.25,217.0138888888889,55.68429287792683,23.30126639277631,21.504817286452294
replicate_5,pos7,24,36.75,211.47916666666669,50.14957065570462,22.323987975631365,20.33276601394521
replicate_5,pos7,25,38.25,208.3469387755102,47.01734276454815,21.754005389224307,19.216504677398017
replicate_5,pos7,26,39.75,211.4909090909091,50.161313079947035,22.326102453511588,18.15297042995369
replicate_5,pos7,27,41.25,207.43667371760972,46.10707770664766,21.586190991431184,17.13924509965691
replicate_5,pos7,28,42.75,209.7536231884058,48.42402717744375,22.011437740330415,16.172547182445737
replicate_5,pos7,29,44.25,215.17241379310343,53.84281778214137,22.980497323883487,15.25022421013867
replicate_5,pos7,30,45.75,215.9122807017544,54.58268469079235,23.109911303581676,14.369745472476023
replicate_5,pos7,31,47.25,212.19176413255363,50.862168121591566,22.451997701070173,13.528695073246015
replicate_5,pos7,32,48.75,210.9268115942029,49.59721558324084,22.22433311490243,12.724765301442673
replicate_5,pos7,33,50.25,213.51509287925697,52.185496868294905,22.688033814163276,11.9557502992671
replicate_5,pos8,0,0.75,282.49584328714764,121.16624727618556,31.90670239219807,66.85098382513593
replicate_5,pos8,1,2.25,326.52,165.19040398903792,36.96682382049599,63.5257894379436
replicate_5,pos8,2,3.75,390.2966650074664,228.9670689965043,50.66646554786422,60.363573060012016
replicate_5,pos8,3,5.25,400.2,238.87040398903792,53.374041565804156,57.356221895975956
replicate_5,pos8,4,6.75,435.07246376811594,273.7428677571539,64.30280912073214,54.49602046350609
replicate_5,pos8,5,8.25,428.7816811909949,267.4520851800328,62.158024018400454,51.77563079892387
replicate_5,pos8,6,9.75,383.672131147541,222.34253513657893,48.943411786465475,49.18807363135565
replicate_5,pos8,7,11.25,382.50666666666666,221.1770706557046,48.64732100541246,46.72671047712815
replicate_5,pos8,8,12.75,361.04761904761904,199.71802303665697,43.55108893238131,44.3852266084671
replicate_5,pos8,9,14.25,338.24246987951807,176.912873868556,38.8571544121056,42.15761485280519
replicate_5,pos8,10,15.75,325.1356617647059,163.8060657537438,36.767595827591855,40.038160181135176
replicate_5,pos8,11,17.25,308.2025316455696,146.87293563460753,34.62368859077737,38.02142504586953
replicate_5,pos8,12,18.75,278.5781055255505,117.24850951458842,31.5018120109146,36.10223543058967
replicate_5,pos8,13,20.25,280.8448275862069,119.51523157524484,31.73656069797758,34.27566757589554
replicate_5,pos8,14,21.75,255.78199233716475,94.4523963262027,28.970289473464153,32.53703534729955
