replicate,pos,y_bin,y_um,median_intensity
replicate_5,pos0,31,47.25,227.484375
replicate_5,pos0,32,48.75,210.6764705882353
replicate_5,pos0,33,50.25,221.9613022113022
replicate_5,pos0,34,51.75,225.34782608695653
replicate_5,pos1,0,0.75,322.04
replicate_5,pos1,1,2.25,376.70354609929075
replicate_5,pos1,2,3.75,432.41975308641975
replicate_5,pos1,3,5.25,455.93055555555554
replicate_5,pos1,4,6.75,483.8650793650794
replicate_5,pos1,5,8.25,501.40609390609393
replicate_5,pos1,6,9.75,547.6176470588235
replicate_5,pos1,7,11.25,522.9683333333332
replicate_5,pos1,8,12.75,491.5833333333333
replicate_5,pos1,9,14.25,482.70175438596493
replicate_5,pos1,10,15.75,503.5585821547058
replicate_5,pos1,11,17.25,485.8328828828829
replicate_5,pos1,12,18.75,474.3561643835616
replicate_5,pos1,13,20.25,459.99120082815733
replicate_5,pos1,14,21.75,430.69827586206895
replicate_5,pos1,15,23.25,396.7173913043478
replicate_5,pos1,16,24.75,391.8490566037736
replicate_5,pos1,17,26.25,350.109375
replicate_5,pos1,18,27.75,377.3916256157636
replicate_5,pos1,19,29.25,351.6299642218247
replicate_5,pos1,20,30.75,355.0927937915743
replicate_5,pos1,21,32.25,333.21794871794873
replicate_5,pos1,22,33.75,340.6144578313253
replicate_5,pos1,23,35.25,295.10218253968253
replicate_5,pos1,24,36.75,278.1552845528455
replicate_5,pos1,25,38.25,276.83720930232556
replicate_5,pos1,26,39.75,259.0
replicate_5,pos1,27,41.25,257.7936507936508
replicate_5,pos1,28,42.75,259.86471861471864
replicate_5,pos1,29,44.25,252.95
replicate_5,pos1,30,45.75,252.51754716981134
replicate_5,pos1,31,47.25,264.7
replicate_5,pos1,32,48.75,267.05555555555554
replicate_5,pos1,33,50.25,266.2
replicate_5,pos2,0,0.75,308.7887323943662
replicate_5,pos2,1,2.25,373.8225806451613
replicate_5,pos2,2,3.75,428.2308695652174
replicate_5,pos2,3,5.25,450.457627118644
replicate_5,pos2,4,6.75,473.50877192982455
replicate_5,pos2,5,8.25,500.89961538461534
replicate_5,pos2,6,9.75,516.8979591836735
replicate_5,pos2,7,11.25,527.8181818181819
replicate_5,pos2,8,12.75,539.024031007752
replicate_5,pos2,9,14.25,488.8831168831169
replicate_5,pos2,10,15.75,514.8769841269841
replicate_5,pos2,11,17.25,503.89473684210526
replicate_5,pos2,12,18.75,476.24444444444447
replicate_5,pos2,13,20.25,461.05102040816325
replicate_5,pos2,14,21.75,402.3777777777778
replicate_5,pos2,15,23.25,397.1939443535188
replicate_5,pos2,16,24.75,380.5263157894737
replicate_5,pos2,17,26.25,384.0597014925374
replicate_5,pos2,18,27.75,381.0
replicate_5,pos2,19,29.25,313.68333333333334
replicate_5,pos2,20,30.75,330.52
replicate_5,pos2,21,32.25,357.27272727272725
replicate_5,pos2,22,33.75,293.35483870967744
replicate_5,pos2,23,35.25,306.5
replicate_5,pos2,24,36.75,279.30171358629127
replicate_5,pos2,25,38.25,272.60869565217394
replicate_5,pos2,26,39.75,260.9378306878307
replicate_5,pos2,27,41.25,260.2826923076923
replicate_5,pos2,28,42.75,248.2089552238806
replicate_5,pos2,29,44.25,246.63892857142855
replicate_5,pos2,30,45.75,242.4897129186603
replicate_5,pos2,31,47.25,233.34615384615384
replicate_5,pos2,32,48.75,234.20689655172413
replicate_5,pos2,33,50.25,235.65973813420624
replicate_5,pos2,34,51.75,258.58075563411404
replicate_5,pos3,0,0.75,274.94594594594594
replicate_5,pos3,1,2.25,292.5083333333333
replicate_5,pos3,2,3.75,348.4
replicate_5,pos3,3,5.25,336.2987012987013
replicate_5,pos3,4,6.75,360.1111111111111
replicate_5,pos3,5,8.25,349.001254180602
replicate_5,pos3,6,9.75,381.1470588235294
replicate_5,pos3,7,11.25,378.8301886792453
replicate_5,pos3,8,12.75,367.2552182163188
replicate_5,pos3,9,14.25,341.2906504065041
replicate_5,pos3,10,15.75,320.6017957351291
replicate_5,pos3,11,17.25,345.9555555555556
replicate_5,pos3,12,18.75,349.875
replicate_5,pos3,13,20.25,336.2317073170732
replicate_5,pos3,14,21.75,308.83333333333337
replicate_5,pos3,15,23.25,300.8994435612083
replicate_5,pos3,16,24.75,294.09538375973307
replicate_5,pos3,17,26.25,257.94878296146044
replicate_5,pos3,18,27.75,246.1038961038961
replicate_5,pos3,19,29.25,251.55357142857144
replicate_5,pos3,20,30.75,253.58536585365857
replicate_5,pos3,21,32.25,247.58846153846153
replicate_5,pos3,22,33.75,237.19138321995464
replicate_5,pos3,23,35.25,220.1148558758315
replicate_5,pos3,24,36.75,221.85365853658536
replicate_5,pos3,25,38.25,215.22033898305085
replicate_5,pos3,26,39.75,210.50636792452832
replicate_5,pos3,27,41.25,205.88059701492537
replicate_5,pos3,28,42.75,213.34943316013226
replicate_5,pos3,29,44.25,202.67744755244757
replicate_5,pos3,30,45.75,210.5
replicate_5,pos3,31,47.25,216.25352112676055
replicate_5,pos3,32,48.75,234.33939628482972
replicate_5,pos3,33,50.25,252.025974025974
replicate_5,pos4,0,0.75,274.8588235294118
replicate_5,pos4,1,2.25,310.87142857142857
replicate_5,pos4,2,3.75,356.8979591836735
replicate_5,pos4,3,5.25,352.77025089605735
replicate_5,pos4,4,6.75,344.8510638297872
replicate_5,pos4,5,8.25,345.5432098765432
replicate_5,pos4,6,9.75,338.881045751634
replicate_5,pos4,7,11.25,343.8262987012987
replicate_5,pos4,8,12.75,363.6928696668615
replicate_5,pos4,9,14.25,357.4440816326531
replicate_5,pos4,10,15.75,311.1047619047619
replicate_5,pos4,11,17.25,278.13614457831324
replicate_5,pos4,12,18.75,304.3181818181818
replicate_5,pos4,13,20.25,303.9853896103896
replicate_5,pos4,14,21.75,285.4852941176471
replicate_5,pos4,15,23.25,252.16892857142855
replicate_5,pos4,16,24.75,258.16958041958037
replicate_5,pos4,17,26.25,252.4850746268657
replicate_5,pos4,18,27.75,243.67307692307693
replicate_5,pos4,19,29.25,235.04381547139405
replicate_5,pos4,20,30.75,228.43503118503122
replicate_5,pos4,21,32.25,224.11428571428573
replicate_5,pos4,22,33.75,222.04545454545453
replicate_5,pos4,23,35.25,215.56363636363636
replicate_5,pos4,24,36.75,211.7792207792208
replicate_5,pos4,25,38.25,204.58333333333337
replicate_5,pos4,26,39.75,210.39420062695925
replicate_5,pos4,27,41.25,209.703125
