replicate,pos,y_bin,y_um,median_intensity
replicate_2,pos9,23,35.25,1723.4790153349477
replicate_2,pos9,24,36.75,1757.6818376068377
replicate_2,pos9,25,38.25,1736.9024390243903
replicate_2,pos9,26,39.75,1669.093023255814
replicate_2,pos9,27,41.25,1683.1673427991886
replicate_2,pos9,28,42.75,1680.7142857142858
replicate_2,pos9,29,44.25,1694.7166666666667
replicate_2,pos9,30,45.75,1691.0652929493544
replicate_2,pos9,31,47.25,1716.6593567251462
replicate_2,pos9,32,48.75,1710.762723289518
replicate_2,pos9,33,50.25,1743.75
replicate_2,pos9,34,51.75,1786.85
replicate_2,pos9,35,53.25,1660.358024691358
replicate_3,pos10,0,0.75,2494.673469387755
replicate_3,pos10,1,2.25,2645.648251748252
replicate_3,pos10,2,3.75,2499.7066666666665
replicate_3,pos10,3,5.25,2586.8333333333335
replicate_3,pos10,4,6.75,2524.5833333333335
replicate_3,pos10,5,8.25,2280.866666666667
replicate_3,pos10,6,9.75,2185.320754716982
replicate_3,pos10,7,11.25,2165.2250000000004
replicate_3,pos10,8,12.75,2200.835978835979
replicate_3,pos10,9,14.25,2099.798528579513
replicate_3,pos10,10,15.75,2183.287878787879
replicate_3,pos10,11,17.25,2034.9850746268655
replicate_3,pos10,12,18.75,1978.0291666666667
replicate_3,pos10,13,20.25,1894.5172927164454
replicate_3,pos10,14,21.75,1738.7274976801732
replicate_3,pos10,15,23.25,1774.9051543998144
replicate_3,pos10,16,24.75,1744.8688524590164
replicate_3,pos10,17,26.25,1683.5289115646258
replicate_3,pos10,18,27.75,1733.9224358974357
replicate_3,pos10,19,29.25,1605.7988235294117
replicate_3,pos10,20,30.75,1672.6893530997304
replicate_3,pos10,21,32.25,1659.4389305035372
replicate_3,pos10,22,33.75,1567.8701048951048
replicate_3,pos10,23,35.25,1580.46113383986
replicate_3,pos10,24,36.75,1560.1496045197741
replicate_3,pos10,25,38.25,1524.5263364779873
replicate_3,pos10,26,39.75,1478.5526315789473
replicate_3,pos10,27,41.25,1480.6065573770493
replicate_3,pos10,28,42.75,1539.882420091324
replicate_3,pos10,29,44.25,1563.878048780488
replicate_3,pos10,30,45.75,1517.236111111111
replicate_3,pos10,31,47.25,1528.7049261083744
replicate_3,pos10,32,48.75,1558.9800347222222
replicate_3,pos10,33,50.25,1575.3068181818182
replicate_3,pos10,34,51.75,1558.2597402597405
replicate_3,pos11,0,0.75,2820.4648666232924
replicate_3,pos11,1,2.25,3016.4594594594596
replicate_3,pos11,2,3.75,2982.2638888888887
replicate_3,pos11,3,5.25,3058.2702702702704
replicate_3,pos11,4,6.75,2903.2600529100528
replicate_3,pos11,5,8.25,2713.6684684684687
replicate_3,pos11,6,9.75,2597.7981598619895
replicate_3,pos11,7,11.25,2514.053240740741
replicate_3,pos11,8,12.75,2509.190476190476
replicate_3,pos11,9,14.25,2412.293103448276
replicate_3,pos11,10,15.75,2332.062448218724
replicate_3,pos11,11,17.25,2228.137330316742
replicate_3,pos11,12,18.75,2158.629310344828
replicate_3,pos11,13,20.25,2204.5526315789475
replicate_3,pos11,14,21.75,2048.35
replicate_3,pos11,15,23.25,1952.1311389759667
replicate_3,pos11,16,24.75,1977.976235146967
replicate_3,pos11,17,26.25,1891.7432432432431
replicate_3,pos11,18,27.75,1785.5504009163803
replicate_3,pos11,19,29.25,1781.4061147186148
replicate_3,pos11,20,30.75,1718.6382978723404
replicate_3,pos11,21,32.25,1666.3877354452056
replicate_3,pos11,22,33.75,1721.1767053701017
replicate_3,pos11,23,35.25,1650.4804347826089
replicate_3,pos11,24,36.75,1651.3023255813953
replicate_3,pos11,25,38.25,1666.78125
replicate_3,pos11,26,39.75,1650.7464788732395
replicate_3,pos11,27,41.25,1676.137254901961
replicate_3,pos11,28,42.75,1690.9924585218705
replicate_3,pos11,29,44.25,1647.4053387650088
replicate_3,pos11,30,45.75,1593.8592377941695
replicate_3,pos11,31,47.25,1594.8311403508771
replicate_3,pos11,32,48.75,1598.375
replicate_3,pos11,33,50.25,1697.6969696969695
replicate_3,pos11,34,51.75,1683.1875
replicate_3,pos12,0,0.75,2824.551724137931
replicate_3,pos12,1,2.25,3045.7654320987654
replicate_3,pos12,2,3.75,2950.6666666666665
replicate_3,pos12,3,5.25,2996.2045454545455
replicate_3,pos12,4,6.75,2802.610984848485
replicate_3,pos12,5,8.25,2942.545342588446
replicate_3,pos12,6,9.75,2733.2380952380954
replicate_3,pos12,7,11.25,2748.662354312354
replicate_3,pos12,8,12.75,2559.8703703703704
replicate_3,pos12,9,14.25,2514.8
replicate_3,pos12,10,15.75,2467.8520408163267
replicate_3,pos12,11,17.25,2262.327272727273
replicate_3,pos12,12,18.75,2320.18511198946
replicate_3,pos12,13,20.25,2285.0
replicate_3,pos12,14,21.75,2149.2702702702704
replicate_3,pos12,15,23.25,2004.148936170213
replicate_3,pos12,16,24.75,1959.8524620510925
replicate_3,pos12,17,26.25,1941.4
replicate_3,pos12,18,27.75,1846.904761904762
replicate_3,pos12,19,29.25,1822.9621385083715
replicate_3,pos12,20,30.75,1700.56
replicate_3,pos12,21,32.25,1764.4193548387098
replicate_3,pos12,22,33.75,1715.1600840336134
replicate_3,pos12,23,35.25,1714.7631578947369
replicate_3,pos12,24,36.75,1617.090400745573
replicate_3,pos12,25,38.25,1649.3369565217392
replicate_3,pos12,26,39.75,1604.433962264151
replicate_3,pos12,27,41.25,1580.0868506493507
replicate_3,pos12,28,42.75,1563.342803030303
replicate_3,pos12,29,44.25,1665.9
replicate_3,pos12,30,45.75,1626.1447368421052
replicate_3,pos12,31,47.25,1692.7790476190476
replicate_3,pos12,32,48.75,1658.2520979020978
replicate_3,pos12,33,50.25,1699.9811320754718
replicate_3,pos12,34,51.75,1712.7222222222222
replicate_3,pos13,0,0.75,3097.8863636363635
replicate_3,pos13,1,2.25,3230.093023255814
replicate_3,pos13,2,3.75,3277.6853932584268
replicate_3,pos13,3,5.25,2942.964444444445
replicate_3,pos13,4,6.75,2972.94
replicate_3,pos13,5,8.25,2775.0095785440612
replicate_3,pos13,6,9.75,2732.5176158301156
replicate_3,pos13,7,11.25,2697.01394984326
replicate_3,pos13,8,12.75,2695.205194805195
replicate_3,pos13,9,14.25,2585.8964237516866
replicate_3,pos13,10,15.75,2380.6071428571427
replicate_3,pos13,11,17.25,2326.344827586207
replicate_3,pos13,12,18.75,2343.795918367347
replicate_3,pos13,13,20.25,2203.393800813008
replicate_3,pos13,14,21.75,2106.3333333333335
replicate_3,pos13,15,23.25,2094.2537313432836
replicate_3,pos13,16,24.75,2013.3411458333335
replicate_3,pos13,17,26.25,1952.0588235294117
replicate_3,pos13,18,27.75,1987.71875
replicate_3,pos13,19,29.25,1903.4
replicate_3,pos13,20,30.75,1872.9715198666295
replicate_3,pos13,21,32.25,1843.915254237288
replicate_3,pos13,22,33.75,1738.4576320939334
replicate_3,pos13,23,35.25,1711.4166666666667
replicate_3,pos13,24,36.75,1683.128205128205
replicate_3,pos13,25,38.25,1679.5184439973173
replicate_3,pos13,26,39.75,1698.451612903226
replicate_3,pos13,27,41.25,1654.7575757575758
replicate_3,pos13,28,42.75,1650.108695652174
replicate_3,pos13,29,44.25,1686.41637207247
replicate_3,pos13,30,45.75,1692.918918918919
replicate_3,pos13,31,47.25,1695.84126984127
replicate_3,pos13,32,48.75,1860.8474576271187
replicate_3,pos13,33,50.25,1785.8406193078326
replicate_3,pos13,34,51.75,1815.3561403508775
replicate_3,pos14,0,0.75,2707.6027397260273
replicate_3,pos14,1,2.25,2974.7391304347825
replicate_3,pos14,2,3.75,2967.721767594108
replicate_3,pos14,3,5.25,2844.4601653892696
replicate_3,pos14,4,6.75,2840.8714285714286
replicate_3,pos14,5,8.25,2753.4313725490197
